,BE,NL,FR,CH,AT,CZ,GB,NO_2,HU,IT_NORD,ES,SI,RS,PL,ME,DK_1,RO,LT,BG,SE_3,LV,BA,NO_1,SE_4,NO_5,SK,EE,DK_2,FI,NO_4,SE_1,SE_2,DE_LU,MK,PT,GR,NO_3,IT_SUD,IT_CSUD,IT_CNOR,IT_SARD,IT_SICI,IT_CALA,HR
2026-01-01 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,21.53135069978721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.15778021526548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.52025255128736,0.0,0.0,0.0,68.08664881185395,65.18213846911131,302.0875495626088,620.0246939036539,0.0,1.948998282992322,56.56508234272714,4.497372551907504,20.81394690841721,0.0,0.0,0.0,0.0,60.58418570038798,0.0
2026-01-01 01:00:00+00:00,0.0,0.0,17.10902980134878,0.0,0.0,20.034574058830856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.92725403079057,0.0,0.33890149507463163,0.0,0.0,0.0,0.0,0.0,5.0542120265454455,0.0,21.80876918304588,0.0,0.0,0.0,0.0,48.40429299652428,258.3070557459375,580.1947798178359,0.0,7.538268390443832,37.23153505890169,0.0,19.92191221046821,0.0,0.0,0.0,0.0,56.129415184252494,0.0
2026-01-01 02:00:00+00:00,0.0,0.0,78.7983143687095,0.0,0.0,17.178015280712057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7564192290166376,0.0,25.475403402512974,0.0,4.435005374339655,0.0,20.44919668338926,0.0,0.0,0.0,0.0,0.0,17.55556136958087,0.0,0.0,0.0,17.48257354923716,28.801657433267707,178.8480279189496,446.09824031256204,0.0,0.0,20.755082003193355,0.0,16.249742911067944,0.0,0.0,0.0,0.0,40.11676016346133,0.0
2026-01-01 03:00:00+00:00,0.0,0.0,60.773155722143876,0.0,0.0,13.257235667822458,6.055422889460186,0.0,0.0,0.0,0.0,0.0,0.0,10.849558122372121,0.0,16.172119574954053,0.0,3.7916263323235313,0.0,17.150820829994164,0.0,0.0,0.0,0.0,2.6074547450513164,11.230480451145004,0.0,0.0,0.0,0.0,19.65010605505426,133.7798183535331,356.94388924564157,0.0,0.0,9.829452266378448,0.0,8.586279122747392,0.0,0.0,0.0,0.0,31.32258062137867,0.0
2026-01-01 04:00:00+00:00,0.0,0.0,27.8925482232597,0.0,0.0,8.285328726873242,16.175379471768462,0.0,0.0,0.0,0.0,0.0,0.0,19.262444838061565,0.0,5.726361107126208,0.0,2.7192261979534043,0.0,12.515280330796957,0.0,0.0,0.0,0.0,4.546889784644524,7.5591943253723715,0.0,0.0,0.0,0.0,15.17008496629519,102.50424980135382,276.89739600715643,0.0,0.0,6.545151212652106,0.0,5.511622565608979,0.0,0.0,0.0,0.0,23.688842441076975,0.0
2026-01-01 05:00:00+00:00,0.0,0.0,0.0,0.0,0.0,6.878643198649076,15.482559143625977,0.0,0.0,0.0,0.0,0.0,0.0,25.67356275859422,0.0,2.110383475949169,0.0,0.0,0.0,7.997242645702112,0.0,0.0,0.0,0.0,4.353996023387324,4.8149044742058935,0.0,0.0,0.0,0.0,12.072244749144229,72.3264770960985,219.31079427450436,0.0,0.0,0.522712746564008,0.0,4.183451150693545,0.0,0.0,2.475087126786634,0.0,16.79794113609492,0.0
2026-01-01 06:00:00+00:00,0.0,0.0,11.48179503404725,0.0,0.0,3.4197951333922156,9.171545008671089,0.0,0.0,0.0,0.0,0.0,0.0,29.808100070621318,0.0,0.6404338351694161,0.0,0.0,0.0,4.44570473378787,0.0,0.0,0.0,0.0,5.651908179330631,6.6679783082415245,0.0,0.0,0.0,0.4395928583923824,13.960763055764923,71.66868452140561,219.11490109776196,0.0,0.0,1.8590813181781862,0.0,6.838432681903882,0.0,0.0,0.0,0.0,16.83128416333177,0.0
2026-01-01 07:00:00+00:00,0.0,0.0,7.404618824088748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.72761142223995,0.0,1.488131238050478,7.993511784103601,0.0,10.459315567722278,0.0,0.0,0.0,0.0,0.0,11.071102854476363,5.647267262345391,0.0,0.0,0.0,29.261493386828384,21.37185401107873,108.1040430795863,311.86609487288723,0.0,0.0,18.59019331226131,0.0,13.906183649018676,0.0,0.0,0.45788653478476127,0.0,26.65069220052786,0.0
2026-01-01 08:00:00+00:00,1.3591559479638602,0.0,49.07597617288329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.8347612831144,0.0,2.3915111439512016,22.51014752289507,0.0,23.810088291868308,0.0,0.0,0.0,0.0,0.0,14.618886971749376,0.32456621692026216,0.0,0.0,0.0,0.0,30.41760845319857,146.36148755058906,398.84104492247474,0.0,0.0,33.099609154462236,0.0,28.90929729023005,0.0,0.0,5.8433091720928765,0.0,17.602549905606743,0.0
2026-01-01 09:00:00+00:00,0.0,0.0,122.98751210922345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.80287461929994,0.0,5.237725254787354,29.725376750755583,0.0,20.966273053986807,0.0,0.0,0.0,0.0,0.0,21.579971983264297,0.0,0.0,0.0,0.0,30.637056663034862,31.426942760833256,156.11129102326132,417.7149448144646,0.0,0.0,37.64197469201336,0.0,43.86351017639392,0.0,0.0,4.836278652687724,0.0,13.468267445993444,0.0
2026-01-01 10:00:00+00:00,0.0,0.0,128.4922144361052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.81651639428271,0.0,5.8210002606218065,34.509297170350024,0.0,2.273225355865897,0.0,0.0,0.0,0.0,0.0,25.901264747826442,0.0,0.0,0.0,0.0,38.721998529975906,35.602503140639136,172.86930314415315,452.0303797171814,0.0,0.0,41.823488173919664,0.0,56.60234676755756,0.0,0.0,0.0,0.0,13.536462161521094,0.0
