,BE,NL,FR,CH,AT,CZ,GB,NO_2,HU,IT_NORD,ES,SI,RS,PL,ME,DK_1,RO,LT,BG,SE_3,LV,BA,NO_1,SE_4,NO_5,SK,EE,DK_2,FI,NO_4,SE_1,SE_2,DE_LU,MK,PT,GR,NO_3,IT_SUD,IT_CSUD,IT_CNOR,IT_SARD,IT_SICI,IT_CALA,HR
2026-01-01 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,1.1249480246659964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6655320592076936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69908494730763,0.0,0.0,0.0,3.5573217005740134,3.405569810121429,15.783161813439161,32.39441707007948,0.0,0.10182927207401343,2.9553546609200505,0.23497412860891345,1.0874658439499696,0.0,0.0,0.0,0.0,3.165340669051613,0.0
2026-01-01 01:00:00+00:00,0.0,0.0,1.0991601145710974,0.0,0.0,1.2871100800906683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4002820311781274,0.0,0.02177253827246136,0.0,0.0,0.0,0.0,0.0,0.3247050437498422,0.0,1.4010922601819047,0.0,0.0,0.0,0.0,3.109706912287819,16.594793292477913,37.27429129896368,0.0,0.48429186481718106,2.3919192856729983,0.0,1.2798721822325259,0.0,0.0,0.0,0.0,3.6060030955038704,0.0
2026-01-01 02:00:00+00:00,0.0,0.0,24.416257540972524,0.0,0.0,5.322738798371786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23438225617613007,0.0,7.8937476698476665,0.0,1.37422017568531,0.0,6.3363392570983805,0.0,0.0,0.0,0.0,0.0,5.4397243279895156,0.0,0.0,0.0,5.417108496253222,8.924412801611647,55.41742288967234,138.22693557987273,0.0,0.0,6.4311201519204815,0.0,5.035106538380198,0.0,0.0,0.0,0.0,12.430483516148092,0.0
2026-01-01 03:00:00+00:00,0.0,0.0,48.08827446546705,0.0,0.0,10.49011820880866,4.791504315559682,0.0,0.0,0.0,0.0,0.0,0.0,8.584983330519451,0.0,12.7965927648114,0.0,3.000218856050447,0.0,13.571014530685197,0.0,0.0,0.0,0.0,2.0632135676743304,8.886397619087992,0.0,0.0,0.0,0.0,15.548636269132857,105.85661623921482,282.4407505394911,0.0,0.0,7.777799141975168,0.0,6.7941074012936005,0.0,0.0,0.0,0.0,24.78477275022837,0.0
2026-01-01 04:00:00+00:00,0.0,0.0,29.139892552683044,0.0,0.0,8.655845530219864,16.89873639487512,0.0,0.0,0.0,0.0,0.0,0.0,20.123854170305723,0.0,5.982441835141152,0.0,2.840828976992723,0.0,13.074958988580729,0.0,0.0,0.0,0.0,4.750224996041945,7.897238669735987,0.0,0.0,0.0,0.0,15.848485494928113,107.08820153312466,289.2801440435513,0.0,0.0,6.8378479280964095,0.0,5.758100266323363,0.0,0.0,0.0,0.0,24.748198619399908,0.0
2026-01-01 05:00:00+00:00,0.0,0.0,0.0,0.0,0.0,10.824720537418397,24.36445256627319,0.0,0.0,0.0,0.0,0.0,0.0,40.40173825504347,0.0,3.3210490345569714,0.0,0.0,0.0,12.585027920426416,0.0,0.0,0.0,0.0,6.851756780095091,7.577074990294643,0.0,0.0,0.0,0.0,18.99774009131153,113.81807129856922,345.1230119519796,0.0,0.0,0.8225778310485758,0.0,6.583375279167362,0.0,0.0,3.8949725519254987,0.0,26.434430911890136,0.0
2026-01-01 06:00:00+00:00,0.0,0.0,18.923540546786086,0.0,0.0,5.636281755296052,15.115938172873209,0.0,0.0,0.0,0.0,0.0,0.0,49.12775298952775,0.0,1.0555209887848176,0.0,0.0,0.0,7.327118585500381,0.0,0.0,0.0,0.0,9.315103891083357,10.989723950560753,0.0,0.0,0.0,0.7245080804175944,23.009212842281222,118.11961922800322,361.1307903540353,0.0,0.0,3.064015739698899,0.0,11.270655655212481,0.0,0.0,0.0,0.0,27.74021721993897,0.0
2026-01-01 07:00:00+00:00,0.0,0.0,9.080416542783274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.43449536512469,0.0,1.8249219619335475,9.802586515753564,0.0,12.826445812222362,0.0,0.0,0.0,0.0,0.0,13.576691507683933,6.925344881183703,0.0,0.0,0.0,35.88389286858383,26.208686945614797,132.56992215834092,382.4469718555011,0.0,0.0,22.79748666292364,0.0,17.053401809521425,0.0,0.0,0.5615144498257054,0.0,32.682220663003555,0.0
2026-01-01 08:00:00+00:00,1.3528501712549263,0.0,48.84828916758948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.50612483153495,0.0,2.3804157760552105,22.40571214579417,0.0,23.699621865691494,0.0,0.0,0.0,0.0,0.0,14.551062939404085,0.3230603984788768,0.0,0.0,0.0,0.0,30.276486570008498,145.68244637016818,396.9906299090933,0.0,0.0,32.94604418291228,0.0,28.775173186371717,0.0,0.0,5.816199256607694,0.0,17.520883229035224,0.0
2026-01-01 09:00:00+00:00,0.0,0.0,102.05970092541185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.88312711838813,0.0,4.346463017792718,24.667244739311936,0.0,17.398608368547844,0.0,0.0,0.0,0.0,0.0,17.907879009982416,0.0,0.0,0.0,0.0,25.423791299130922,26.079268733578505,129.54706863867938,346.63569990730787,0.0,0.0,31.236737888453433,0.0,36.39960393837247,0.0,0.0,4.0133274055248265,0.0,11.176479009517791,0.0
