,RS_BG,BG_RS,RO_BG,BG_RO,BG_GR,GR_BG,BG_MK,MK_BG,BG_GR_net_export,BG_MK_net_export,BG_RO_net_export,BG_RS_net_export,Net Export
2026-01-01 00:00:00+00:00,0.0,276.0,1322.175,382.475,0.0,277.925,50.0,0.0,-277.925,50.0,-939.6999999999999,276.0,-891.625
2026-01-01 01:00:00+00:00,0.0,281.0,1647.15,403.32500000000005,115.55000000000001,63.425,49.0,0.0,52.125000000000014,49.0,-1243.825,281.0,-861.7
2026-01-01 02:00:00+00:00,0.0,263.0,1801.425,385.425,249.675,2.75,49.0,0.0,246.925,49.0,-1416.0,263.0,-857.075
2026-01-01 03:00:00+00:00,0.0,231.0,1950.8,381.575,512.6,2.75,49.0,0.0,509.85,49.0,-1569.225,231.0,-779.3749999999999
2026-01-01 04:00:00+00:00,0.0,207.0,1888.125,380.375,519.475,2.75,49.0,0.0,516.725,49.0,-1507.75,207.0,-735.025
2026-01-01 05:00:00+00:00,0.0,166.0,2036.725,380.325,830.625,2.75,29.0,0.0,827.875,29.0,-1656.3999999999999,166.0,-633.5249999999999
2026-01-01 06:00:00+00:00,26.0,165.0,1515.4,370.45,661.1,2.75,24.0,0.0,658.35,24.0,-1144.95,139.0,-323.6
2026-01-01 07:00:00+00:00,20.0,207.0,29.525,1046.825,84.175,317.725,2.0,0.0,-233.55,2.0,1017.3000000000001,187.0,972.75
2026-01-01 08:00:00+00:00,25.0,259.0,0.0,1800.375,0.0,656.525,0.0,0.0,-656.525,0.0,1800.375,234.0,1377.85
2026-01-01 09:00:00+00:00,25.0,263.0,2.0,1781.0,0.0,808.0,0.0,0.0,-808.0,0.0,1779.0,238.0,1209.0
2026-01-01 10:00:00+00:00,0.0,256.0,0.175,785.47499975,0.0,706.1,0.0,0.0,-706.1,0.0,785.2999997500001,256.0,335.1999997500001
2026-01-01 11:00:00+00:00,5.0,294.0,3.0,541.45,0.0,440.425,0.0,0.0,-440.425,0.0,538.45,289.0,387.02500000000003
2026-01-01 12:00:00+00:00,5.0,234.0,366.2,405.025,61.65,66.89999999999999,0.0,0.0,-5.249999999999993,0.0,38.82499999999999,229.0,262.575
2026-01-01 13:00:00+00:00,0.0,245.0,1305.025,355.1,614.95,2.75,2.0,0.0,612.2,2.0,-949.9250000000001,245.0,-90.72500000000002
2026-01-01 14:00:00+00:00,0.0,155.0,2339.2,355.25,1340.175,2.75,22.0,0.0,1337.425,22.0,-1983.9499999999998,155.0,-469.52499999999986
2026-01-01 15:00:00+00:00,0.0,146.0,1934.1999999999998,355.5,1328.075,2.75,30.0,0.0,1325.325,30.0,-1578.6999999999998,146.0,-77.37499999999977
2026-01-01 16:00:00+00:00,0.0,146.0,1737.97499975,355.15,1408.8,2.75,32.0,0.0,1406.05,32.0,-1382.8249997500002,146.0,201.22500024999977
2026-01-01 17:00:00+00:00,0.0,146.0,1853.0,405.325,1404.925,2.75,35.0,0.0,1402.175,35.0,-1447.675,146.0,135.5
2026-01-01 18:00:00+00:00,0.0,146.0,2215.9,405.3,1406.725,2.75,39.0,0.0,1403.975,39.0,-1810.6000000000001,146.0,-221.62500000000023
2026-01-01 19:00:00+00:00,0.0,156.0,2556.725,405.0,1407.575,2.75,37.0,0.0,1404.825,37.0,-2151.725,156.0,-553.8999999999999
2026-01-01 20:00:00+00:00,0.0,171.0,2606.45,405.0,1411.0,2.75,36.0,0.0,1408.25,36.0,-2201.45,171.0,-586.1999999999998
2026-01-01 21:00:00+00:00,0.0,176.0,2422.85,405.0,1209.275,2.75,36.0,0.0,1206.525,36.0,-2017.85,176.0,-599.3249999999998
2026-01-01 22:00:00+00:00,0.0,176.0,2612.0,405.0,1411.0,2.75,36.0,0.0,1408.25,36.0,-2207.0,176.0,-586.75
2026-01-01 23:00:00+00:00,0.0,131.0,2624.975,410.225,1248.2,0.0,99.0,0.0,1248.2,99.0,-2214.75,131.0,-736.55
2026-01-02 00:00:00+00:00,0.0,131.0,2681.0,410.0,1297.9,0.0,108.0,0.0,1297.9,108.0,-2271.0,131.0,-734.0999999999999
2026-01-02 01:00:00+00:00,0.0,121.0,2810.0,410.0,1191.575,0.0,116.0,0.0,1191.575,116.0,-2400.0,121.0,-971.425
2026-01-02 02:00:00+00:00,44.0,120.0,2769.0,410.0,1073.025,0.0,119.0,0.0,1073.025,119.0,-2359.0,76.0,-1090.975
2026-01-02 03:00:00+00:00,45.0,124.0,2638.0,410.0,979.475,0.0,104.0,0.0,979.475,104.0,-2228.0,79.0,-1065.525
2026-01-02 04:00:00+00:00,0.0,105.0,2551.0,375.15,1074.375,0.0,102.0,0.0,1074.375,102.0,-2175.85,105.0,-894.4749999999999
2026-01-02 05:00:00+00:00,0.0,99.0,2449.075,375.0,1085.625,0.0,95.0,20.0,1085.625,75.0,-2074.075,99.0,-814.4499999999998
2026-01-02 06:00:00+00:00,0.0,131.0,2192.4,410.475,761.225,0.0,118.0,2.0,761.225,116.0,-1781.9250000000002,131.0,-773.7000000000002
2026-01-02 07:00:00+00:00,0.0,199.0,532.1,410.525,346.05,0.0,95.0,9.0,346.05,86.0,-121.57500000000005,199.0,509.47499999999997
2026-01-02 08:00:00+00:00,0.0,210.0,0.0,1111.575,0.0,108.675,85.0,23.0,-108.675,62.0,1111.575,210.0,1274.9
2026-01-02 09:00:00+00:00,0.0,279.0,0.0,1643.44999975,0.0,490.375,100.0,36.0,-490.375,64.0,1643.44999975,279.0,1496.07499975
2026-01-02 10:00:00+00:00,0.0,268.0,0.0,1864.0,0.0,1007.0,88.0,35.0,-1007.0,53.0,1864.0,268.0,1178.0
2026-01-02 11:00:00+00:00,0.0,310.0,0.0,1738.15,0.0,1036.775,89.0,34.0,-1036.775,55.0,1738.15,310.0,1066.375
2026-01-02 12:00:00+00:00,0.0,294.0,0.0,1439.95,0.0,1046.025,55.0,10.0,-1046.025,45.0,1439.95,294.0,732.925
2026-01-02 13:00:00+00:00,0.0,279.0,249.85000000000002,383.125,0.0,672.8,72.0,6.0,-672.8,66.0,133.27499999999998,279.0,-194.52499999999998
2026-01-02 14:00:00+00:00,0.0,111.0,1353.1499999999999,381.075,182.1,0.0,77.0,2.0,182.1,75.0,-972.0749999999998,111.0,-603.9749999999998
2026-01-02 15:00:00+00:00,0.0,111.0,1087.825,360.05,363.7,0.0,69.0,0.0,363.7,69.0,-727.7750000000001,111.0,-184.0750000000001
2026-01-02 16:00:00+00:00,0.0,111.0,1250.275,363.45,762.175,0.0,67.0,0.0,762.175,67.0,-886.825,111.0,53.34999999999991
2026-01-02 17:00:00+00:00,0.0,111.0,1141.625,355.45,499.175,0.0,84.0,0.0,499.175,84.0,-786.175,111.0,-92.0
2026-01-02 18:00:00+00:00,1.0,111.0,1357.025,355.475,746.025,0.0,86.0,11.0,746.025,75.0,-1001.5500000000001,110.0,-70.52500000000009
2026-01-02 19:00:00+00:00,0.0,111.0,1741.65,394.35,554.525,0.0,87.0,0.0,554.525,87.0,-1347.3000000000002,111.0,-594.7750000000002
2026-01-02 20:00:00+00:00,0.0,111.0,1445.0,404.0,252.59999999999997,0.0,82.0,0.0,252.59999999999997,82.0,-1041.0,111.0,-595.4000000000001
2026-01-02 21:00:00+00:00,0.0,111.0,1236.525,390.425,56.95,123.975,79.0,0.0,-67.02499999999999,79.0,-846.1000000000001,111.0,-723.1250000000001
2026-01-02 22:00:00+00:00,0.0,126.0,997.825,390.4,32.4,141.0,100.0,0.0,-108.6,100.0,-607.4250000000001,126.0,-490.0250000000001
2026-01-02 23:00:00+00:00,25.0,211.0,556.45,365.35,0.0,495.5,86.0,0.0,-495.5,86.0,-191.10000000000002,186.0,-414.6
2026-01-03 00:00:00+00:00,25.0,180.0,624.075,365.275,0.0,408.8,83.0,0.0,-408.8,83.0,-258.80000000000007,155.0,-429.60000000000014
2026-01-03 01:00:00+00:00,25.0,180.0,975.79999975,365.0,0.0,510.85,82.0,0.0,-510.85,82.0,-610.79999975,155.0,-884.64999975
2026-01-03 02:00:00+00:00,25.0,180.0,995.5999999999999,365.175,0.0,493.55,81.0,0.0,-493.55,81.0,-630.425,155.0,-887.9749999999999
2026-01-03 03:00:00+00:00,25.0,180.0,889.12499975,365.0,0.0,511.475,81.0,0.0,-511.475,81.0,-524.12499975,155.0,-799.59999975
2026-01-03 04:00:00+00:00,25.0,180.0,839.125,365.275,0.0,272.32500000000005,82.0,0.0,-272.32500000000005,82.0,-473.85,155.0,-509.17500000000007
2026-01-03 05:00:00+00:00,25.0,196.0,1173.025,365.05,78.55,1.55,80.0,0.0,77.0,80.0,-807.9750000000001,171.0,-479.97500000000014
2026-01-03 06:00:00+00:00,25.0,196.0,915.025,371.4,71.275,143.3,85.0,1.0,-72.025,84.0,-543.625,171.0,-360.65
2026-01-03 07:00:00+00:00,25.0,223.0,0.0,1005.4749999999999,0.0,718.525,104.0,3.0,-718.525,101.0,1005.4749999999999,198.0,585.9499999999999
2026-01-03 08:00:00+00:00,25.0,261.0,0.0,1768.45,0.0,1048.1,212.0,37.0,-1048.1,175.0,1768.45,236.0,1131.3500000000001
2026-01-03 09:00:00+00:00,25.0,277.0,0.0,1835.525,0.0,1050.0,215.0,39.0,-1050.0,176.0,1835.525,252.0,1213.525
2026-01-03 10:00:00+00:00,25.0,349.0,0.0,1312.0,0.0,1050.0,199.0,40.0,-1050.0,159.0,1312.0,324.0,745.0
2026-01-03 11:00:00+00:00,25.0,358.0,0.0,1062.625,0.0,1050.0,236.0,40.0,-1050.0,196.0,1062.625,333.0,541.625
2026-01-03 12:00:00+00:00,25.0,310.0,0.0,763.775,0.0,1050.0,226.0,39.0,-1050.0,187.0,763.775,285.0,185.77499999999998
2026-01-03 13:00:00+00:00,25.0,268.0,277.225,368.75,0.0,1050.0,224.0,5.0,-1050.0,219.0,91.52499999999998,243.0,-496.475
2026-01-03 14:00:00+00:00,25.0,226.0,141.65,426.275,0.0,1007.4,60.0,2.0,-1007.4,58.0,284.625,201.0,-463.775
2026-01-03 15:00:00+00:00,25.0,180.0,0.0,868.0,0.0,1009.025,51.0,0.0,-1009.025,51.0,868.0,155.0,64.97500000000002
2026-01-03 16:00:00+00:00,25.0,180.0,0.0,1057.7,0.0,1075.7,47.0,0.0,-1075.7,47.0,1057.7,155.0,184.0
2026-01-03 17:00:00+00:00,25.0,180.0,0.0,1203.25,0.0,1189.075,47.0,0.0,-1189.075,47.0,1203.25,155.0,216.17499999999995
2026-01-03 18:00:00+00:00,25.0,180.0,0.8,1126.8,0.0,1226.125,47.0,0.0,-1226.125,47.0,1126.0,155.0,101.875
2026-01-03 19:00:00+00:00,25.0,180.0,14.475,501.125,0.0,1243.0,47.0,0.0,-1243.0,47.0,486.65,155.0,-554.35
2026-01-03 20:00:00+00:00,25.0,180.0,92.4,365.275,0.0,1259.0,42.0,0.0,-1259.0,42.0,272.875,155.0,-789.125
2026-01-03 21:00:00+00:00,25.0,210.0,237.975,365.0,0.0,1214.0,93.0,0.0,-1214.0,93.0,127.025,185.0,-808.975
2026-01-03 22:00:00+00:00,25.0,180.0,141.45,373.4,0.0,1191.35,87.0,0.0,-1191.35,87.0,231.95,155.0,-717.3999999999999
2026-01-03 23:00:00+00:00,0.0,196.0,158.275,376.95,0.0,1040.5,84.0,40.0,-1040.5,44.0,218.67499999999998,196.0,-581.825
2026-01-04 00:00:00+00:00,0.0,229.0,503.3,435.9,0.0,823.2,94.0,37.0,-823.2,57.0,-67.40000000000003,229.0,-604.6000000000001
2026-01-04 01:00:00+00:00,0.0,199.0,642.475,371.6,0.0,966.475,70.0,30.0,-966.475,40.0,-270.875,199.0,-998.3499999999999
2026-01-04 02:00:00+00:00,0.0,199.0,1008.6,370.675,0.0,798.75,70.0,30.0,-798.75,40.0,-637.925,199.0,-1197.675
2026-01-04 03:00:00+00:00,0.0,199.0,948.35,370.725,0.0,714.45,71.0,26.0,-714.45,45.0,-577.625,199.0,-1048.075
2026-01-04 04:00:00+00:00,0.0,199.0,1238.5,370.225,0.0,258.375,66.0,35.0,-258.375,31.0,-868.275,199.0,-896.6500000000001
2026-01-04 05:00:00+00:00,0.0,213.0,1121.125,370.25,77.1,2.75,91.0,35.0,74.35,56.0,-750.875,213.0,-407.525
2026-01-04 06:00:00+00:00,0.0,213.0,987.6,370.3,79.0,93.5,84.0,31.0,-14.5,53.0,-617.3,213.0,-365.79999999999995
2026-01-04 07:00:00+00:00,0.0,267.0,2.875,838.675,0.0,624.15,103.0,33.0,-624.15,70.0,835.8,267.0,548.65
2026-01-04 08:00:00+00:00,0.0,235.0,0.0,1806.65,0.0,1124.05,160.0,37.0,-1124.05,123.0,1806.65,235.0,1040.6000000000001
2026-01-04 09:00:00+00:00,0.0,260.0,0.0,1896.575,0.0,1141.275,262.0,40.0,-1141.275,222.0,1896.575,260.0,1237.3
2026-01-04 10:00:00+00:00,0.0,254.0,0.0,1610.525,0.0,1175.75,249.0,32.0,-1175.75,217.0,1610.525,254.0,905.7750000000001
2026-01-04 11:00:00+00:00,0.0,260.0,0.0,1539.1000000000001,0.0,1189.75,279.0,43.0,-1189.75,236.0,1539.1000000000001,260.0,845.3500000000001
2026-01-04 12:00:00+00:00,0.0,279.0,32.325,1149.4,0.0,1156.6,249.0,53.0,-1156.6,196.0,1117.075,279.0,435.47500000000014
2026-01-04 13:00:00+00:00,0.0,235.0,4.875,547.4749999999999,0.0,972.9000000000001,167.0,32.0,-972.9000000000001,135.0,542.5999999999999,235.0,-60.30000000000018
2026-01-04 14:00:00+00:00,0.0,230.0,12.75,593.975,0.0,1008.7,70.0,37.0,-1008.7,33.0,581.225,230.0,-164.47500000000002
2026-01-04 15:00:00+00:00,0.0,224.0,0.0,614.125,0.0,989.45,84.0,35.0,-989.45,49.0,614.125,224.0,-102.32500000000005
2026-01-04 16:00:00+00:00,0.0,224.0,0.0,896.95,0.0,869.875,86.0,40.0,-869.875,46.0,896.95,224.0,297.07500000000005
2026-01-04 17:00:00+00:00,0.0,196.0,0.0,1080.62499975,0.0,1040.1,97.0,40.0,-1040.1,57.0,1080.62499975,196.0,293.52499975
2026-01-04 18:00:00+00:00,0.0,196.0,0.0,1312.425,0.0,1331.75,95.0,40.0,-1331.75,55.0,1312.425,196.0,231.67499999999995
2026-01-04 19:00:00+00:00,0.0,196.0,0.025,653.85,0.0,1314.8,97.0,40.0,-1314.8,57.0,653.825,196.0,-407.9749999999999
2026-01-04 20:00:00+00:00,50.0,192.0,64.65,481.375,0.0,1169.0500000000002,97.0,40.0,-1169.0500000000002,57.0,416.725,142.0,-553.3250000000002
2026-01-04 21:00:00+00:00,50.0,195.0,0.0,547.075,0.0,1285.45,94.0,40.0,-1285.45,54.0,547.075,145.0,-539.375
2026-01-04 22:00:00+00:00,50.0,189.0,0.0,596.27499975,0.0,1292.85,101.0,30.0,-1292.85,71.0,596.27499975,139.0,-486.5750002499999
2026-01-04 23:00:00+00:00,0.0,180.0,387.65,380.0,0.0,650.0,76.0,57.0,-650.0,19.0,-7.649999999999977,180.0,-458.65
2026-01-05 00:00:00+00:00,0.0,165.0,339.3,380.0,0.0,650.0,61.0,57.0,-650.0,4.0,40.69999999999999,165.0,-440.29999999999995
2026-01-05 01:00:00+00:00,60.0,164.0,795.775,380.0,0.0,650.0,64.0,71.0,-650.0,-7.0,-415.775,104.0,-968.7750000000001
2026-01-05 02:00:00+00:00,91.0,164.0,771.0,380.0,0.0,650.0,54.0,94.0,-650.0,-40.0,-391.0,73.0,-1008.0
2026-01-05 03:00:00+00:00,91.0,164.0,708.375,380.0,0.0,650.0,54.0,70.0,-650.0,-16.0,-328.375,73.0,-921.375
2026-01-05 04:00:00+00:00,87.0,164.0,731.85,380.0,0.0,650.0,58.0,65.0,-650.0,-7.0,-351.85,77.0,-931.85
2026-01-05 05:00:00+00:00,41.0,145.0,839.125,380.0,0.0,650.0,66.0,38.0,-650.0,28.0,-459.125,104.0,-977.125
2026-01-05 06:00:00+00:00,41.0,165.0,785.9,380.0,0.0,650.0,65.0,106.0,-650.0,-41.0,-405.9,124.0,-972.9000000000001
2026-01-05 07:00:00+00:00,41.0,165.0,68.27499999999999,395.175,0.0,650.0,80.0,95.0,-650.0,-15.0,326.90000000000003,124.0,-214.09999999999997
2026-01-05 08:00:00+00:00,41.0,165.0,2.425,433.55,0.0,650.0,68.0,98.0,-650.0,-30.0,431.125,124.0,-124.875
2026-01-05 09:00:00+00:00,41.0,165.0,7.85,387.575,0.0,650.0,75.0,109.0,-650.0,-34.0,379.72499999999997,124.0,-180.27500000000003
2026-01-05 10:00:00+00:00,41.0,165.0,245.625,380.0,0.0,650.0,67.0,93.0,-650.0,-26.0,134.375,124.0,-417.625
2026-01-05 11:00:00+00:00,41.0,165.0,277.625,385.0,0.0,650.0,72.0,92.0,-650.0,-20.0,107.375,124.0,-438.625
2026-01-05 12:00:00+00:00,51.0,164.0,199.75,385.0,0.0,650.0,77.0,112.0,-650.0,-35.0,185.25,113.0,-386.75
2026-01-05 13:00:00+00:00,91.0,164.0,244.0,385.0,0.0,650.0,68.0,122.0,-650.0,-54.0,141.0,73.0,-490.0
2026-01-05 14:00:00+00:00,41.0,165.0,0.0,618.8,0.0,650.0,66.0,107.0,-650.0,-41.0,618.8,124.0,51.799999999999955
2026-01-05 15:00:00+00:00,68.0,204.0,0.0,1319.575,0.0,650.0,61.0,104.0,-650.0,-43.0,1319.575,136.0,762.575
2026-01-05 16:00:00+00:00,41.0,205.0,0.0,1377.35,0.0,650.0,60.0,79.0,-650.0,-19.0,1377.35,164.0,872.3499999999999
2026-01-05 17:00:00+00:00,41.0,205.0,0.0,1165.825,0.0,650.0,61.0,104.0,-650.0,-43.0,1165.825,164.0,636.825
2026-01-05 18:00:00+00:00,41.0,205.0,0.0,973.5,0.0,650.0,64.0,74.0,-650.0,-10.0,973.5,164.0,477.5
2026-01-05 19:00:00+00:00,41.0,205.0,0.0,580.9,0.0,650.0,63.0,76.0,-650.0,-13.0,580.9,164.0,81.89999999999998
2026-01-05 20:00:00+00:00,41.0,165.0,122.60000000000001,385.0,0.0,650.0,61.0,76.0,-650.0,-15.0,262.4,124.0,-278.6
2026-01-05 21:00:00+00:00,0.0,165.0,124.80000000000001,385.0,0.0,650.0,68.0,45.0,-650.0,23.0,260.2,165.0,-201.8
2026-01-05 22:00:00+00:00,0.0,165.0,47.95,397.5,0.0,650.0,91.0,45.0,-650.0,46.0,349.55,165.0,-89.44999999999999
2026-01-05 23:00:00+00:00,55.0,144.0,0.0,892.85,0.0,800.0,50.0,184.0,-800.0,-134.0,892.85,89.0,47.85000000000002
2026-01-06 00:00:00+00:00,55.0,144.0,0.0,907.9,0.0,800.0,49.0,185.0,-800.0,-136.0,907.9,89.0,60.89999999999998
2026-01-06 01:00:00+00:00,55.0,144.0,14.35,559.575,0.0,800.0,30.0,201.0,-800.0,-171.0,545.225,89.0,-336.775
2026-01-06 02:00:00+00:00,90.0,144.0,53.7,414.075,0.0,800.0,25.0,230.0,-800.0,-205.0,360.375,54.0,-590.625
2026-01-06 03:00:00+00:00,154.0,144.0,215.525,390.0,0.0,800.0,28.0,230.0,-800.0,-202.0,174.475,-10.0,-837.525
2026-01-06 04:00:00+00:00,154.0,144.0,15.675,403.675,0.0,800.0,23.0,211.0,-800.0,-188.0,388.0,-10.0,-610.0
2026-01-06 05:00:00+00:00,90.0,144.0,130.675,390.0,0.0,700.0,25.0,225.0,-700.0,-200.0,259.325,54.0,-586.675
2026-01-06 06:00:00+00:00,47.0,144.0,18.675,457.8,0.0,700.0,25.0,190.0,-700.0,-165.0,439.125,97.0,-328.875
2026-01-06 07:00:00+00:00,0.0,144.0,6.0,1293.775,0.0,700.0,21.0,178.0,-700.0,-157.0,1287.775,144.0,574.7750000000001
2026-01-06 08:00:00+00:00,7.0,144.0,0.0,1536.775,0.0,700.0,26.0,180.0,-700.0,-154.0,1536.775,137.0,819.7750000000001
2026-01-06 09:00:00+00:00,0.0,144.0,0.0,1664.575,0.0,700.0,17.0,182.0,-700.0,-165.0,1664.575,144.0,943.575
2026-01-06 10:00:00+00:00,0.0,157.0,10.0,1294.0,0.0,700.0,14.0,183.0,-700.0,-169.0,1284.0,157.0,572.0
2026-01-06 11:00:00+00:00,0.0,145.0,20.75,1051.05,0.0,700.0,14.0,182.0,-700.0,-168.0,1030.3,145.0,307.29999999999995
2026-01-06 12:00:00+00:00,0.0,157.0,0.0,800.775,0.0,700.0,14.0,182.0,-700.0,-168.0,800.775,157.0,89.77499999999998
2026-01-06 13:00:00+00:00,15.0,144.0,12.2,536.05,0.0,700.0,35.0,178.0,-700.0,-143.0,523.8499999999999,129.0,-190.1500000000001
2026-01-06 14:00:00+00:00,90.0,144.0,20.1,404.125,0.0,700.0,31.0,211.0,-700.0,-180.0,384.025,54.0,-441.975
2026-01-06 15:00:00+00:00,40.0,144.0,2.25,1305.35,0.0,700.0,47.0,195.0,-700.0,-148.0,1303.1,104.0,559.0999999999999
2026-01-06 16:00:00+00:00,40.0,144.0,33.5,1483.0,0.0,700.0,51.0,183.0,-700.0,-132.0,1449.5,104.0,721.5
2026-01-06 17:00:00+00:00,90.0,144.0,37.7,1410.975,0.0,800.0,41.0,193.0,-800.0,-152.0,1373.2749999999999,54.0,475.27499999999986
2026-01-06 18:00:00+00:00,130.0,144.0,28.1,1130.0,0.0,800.0,36.0,195.0,-800.0,-159.0,1101.9,14.0,156.9000000000001
2026-01-06 19:00:00+00:00,90.0,144.0,0.0,586.825,0.0,800.0,34.0,202.0,-800.0,-168.0,586.825,54.0,-327.17499999999995
2026-01-06 20:00:00+00:00,15.0,144.0,27.45,424.1,0.0,800.0,44.0,145.0,-800.0,-101.0,396.65000000000003,129.0,-375.34999999999997
2026-01-06 21:00:00+00:00,55.0,144.0,0.0,580.725,0.0,800.0,44.0,185.0,-800.0,-141.0,580.725,89.0,-271.275
2026-01-06 22:00:00+00:00,9.0,144.0,0.0,824.025,0.0,796.85,51.0,185.0,-796.85,-134.0,824.025,135.0,28.174999999999955
2026-01-06 23:00:00+00:00,25.0,137.0,0.0,1250.9499999999998,0.0,1200.0,23.0,125.0,-1200.0,-102.0,1250.9499999999998,112.0,60.94999999999982
2026-01-07 00:00:00+00:00,65.0,137.0,0.0,1153.85,0.0,1200.0,22.0,125.0,-1200.0,-103.0,1153.85,72.0,-77.15000000000009
2026-01-07 01:00:00+00:00,65.0,137.0,0.0,810.65,0.0,1200.0,25.0,125.0,-1200.0,-100.0,810.65,72.0,-417.35
2026-01-07 02:00:00+00:00,105.0,105.0,0.0,616.44999975,0.0,1107.375,26.0,129.0,-1107.375,-103.0,616.44999975,0.0,-593.92500025
2026-01-07 03:00:00+00:00,125.0,105.0,32.675,519.925,0.0,1072.025,25.0,165.0,-1072.025,-140.0,487.24999999999994,-20.0,-744.7750000000001
2026-01-07 04:00:00+00:00,125.0,105.0,0.0,794.625,0.0,1166.0,21.0,154.0,-1166.0,-133.0,794.625,-20.0,-524.375
2026-01-07 05:00:00+00:00,125.0,105.0,0.0,772.9,0.0,1198.025,21.0,154.0,-1198.025,-133.0,772.9,-20.0,-578.1250000000001
2026-01-07 06:00:00+00:00,25.0,105.0,0.0,793.17499975,0.0,1097.425,21.0,125.0,-1097.425,-104.0,793.17499975,80.0,-328.25000024999997
2026-01-07 07:00:00+00:00,26.0,117.0,0.0,1478.39999975,0.0,1100.0,17.0,128.0,-1100.0,-111.0,1478.39999975,91.0,358.39999975
2026-01-07 08:00:00+00:00,25.0,118.0,0.0,1714.32499975,0.0,1100.0,17.0,131.0,-1100.0,-114.0,1714.32499975,93.0,593.32499975
2026-01-07 09:00:00+00:00,25.0,117.0,0.0,1840.12499975,0.0,1100.0,16.0,132.0,-1100.0,-116.0,1840.12499975,92.0,716.1249997499999
2026-01-07 10:00:00+00:00,25.0,136.0,0.0,1552.3,0.0,1100.0,12.0,136.0,-1100.0,-124.0,1552.3,111.0,439.29999999999995
2026-01-07 11:00:00+00:00,25.0,120.0,0.0,1543.77499975,0.0,1100.0,13.0,135.0,-1100.0,-122.0,1543.77499975,95.0,416.77499975
2026-01-07 12:00:00+00:00,25.0,121.0,0.0,1437.35,0.0,1100.0,13.0,136.0,-1100.0,-123.0,1437.35,96.0,310.3499999999999
2026-01-07 13:00:00+00:00,25.0,117.0,0.0,1058.2,0.0,1100.0,19.0,128.0,-1100.0,-109.0,1058.2,92.0,-58.799999999999955
2026-01-07 14:00:00+00:00,65.0,118.0,0.0,1197.35,0.0,1100.0,26.0,126.0,-1100.0,-100.0,1197.35,53.0,50.34999999999991
2026-01-07 15:00:00+00:00,65.0,118.0,0.0,2181.575,0.0,1100.0,22.0,125.0,-1100.0,-103.0,2181.575,53.0,1031.5749999999998
2026-01-07 16:00:00+00:00,65.0,118.0,0.0,2188.72499975,0.0,1200.0,21.0,125.0,-1200.0,-104.0,2188.72499975,53.0,937.7249997499998
2026-01-07 17:00:00+00:00,65.0,118.0,0.0,1819.4499999999998,0.0,1200.0,25.0,125.0,-1200.0,-100.0,1819.4499999999998,53.0,572.4499999999998
2026-01-07 18:00:00+00:00,65.0,118.0,0.0,1706.475,0.0,1200.0,29.0,125.0,-1200.0,-96.0,1706.475,53.0,463.4749999999999
2026-01-07 19:00:00+00:00,25.0,117.0,0.0,878.625,0.0,1200.0,29.0,125.0,-1200.0,-96.0,878.625,92.0,-325.375
2026-01-07 20:00:00+00:00,25.0,118.0,0.0,723.29999975,0.0,1200.0,27.0,125.0,-1200.0,-98.0,723.29999975,93.0,-481.70000025
2026-01-07 21:00:00+00:00,65.0,118.0,0.0,901.475,0.0,1200.0,27.0,125.0,-1200.0,-98.0,901.475,53.0,-343.525
2026-01-07 22:00:00+00:00,36.0,117.0,0.0,1128.9,0.0,1195.15,38.0,125.0,-1195.15,-87.0,1128.9,81.0,-72.25
2026-01-07 23:00:00+00:00,40.0,119.0,0.3,1286.6750000000002,0.0,1250.0,31.0,233.0,-1250.0,-202.0,1286.3750000000002,79.0,-86.62499999999977
2026-01-08 00:00:00+00:00,40.0,134.0,0.0,1261.425,0.0,1250.0,31.0,273.0,-1250.0,-242.0,1261.425,94.0,-136.57500000000005
2026-01-08 01:00:00+00:00,40.0,85.0,0.0,1082.925,0.0,1250.0,26.0,275.0,-1250.0,-249.0,1082.925,45.0,-371.07500000000005
2026-01-08 02:00:00+00:00,85.0,80.0,0.0,994.55,0.0,1250.0,23.0,351.0,-1250.0,-328.0,994.55,-5.0,-588.45
2026-01-08 03:00:00+00:00,87.0,80.0,0.0,914.025,0.0,1250.0,22.0,336.0,-1250.0,-314.0,914.025,-7.0,-656.975
2026-01-08 04:00:00+00:00,82.0,80.0,0.0,1063.8,0.0,1243.475,20.0,357.0,-1243.475,-337.0,1063.8,-2.0,-518.675
2026-01-08 05:00:00+00:00,70.0,105.0,0.0,854.775,0.0,1250.0,27.0,308.0,-1250.0,-281.0,854.775,35.0,-641.225
2026-01-08 06:00:00+00:00,40.0,118.0,0.0,784.0,0.0,1150.0,34.0,344.0,-1150.0,-310.0,784.0,78.0,-598.0
2026-01-08 07:00:00+00:00,13.0,117.0,0.0,1297.875,0.0,1150.0,36.0,284.0,-1150.0,-248.0,1297.875,104.0,3.875
2026-01-08 08:00:00+00:00,0.0,93.0,0.0,1281.3,0.0,1150.0,37.0,306.0,-1150.0,-269.0,1281.3,93.0,-44.700000000000045
2026-01-08 09:00:00+00:00,0.0,109.0,0.0,1340.1,0.0,1150.0,47.0,321.0,-1150.0,-274.0,1340.1,109.0,25.09999999999991
2026-01-08 10:00:00+00:00,0.0,109.0,0.0,1267.55,0.0,1150.0,26.0,320.0,-1150.0,-294.0,1267.55,109.0,-67.45000000000005
