,Biomass,Fossil Gas,Fossil Oil,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Waste,Wind Offshore,Wind Onshore,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export
2026-01-01 00:00:00+00:00,77.77,439.575,0.0,6.7025,2069.595,1091.359965,0.0,252.305,2135.775,1814.024523,7887.106988,0.0,6.6875,8797.1125,7887.106988,8803.8,-916.6930119999997
2026-01-01 01:00:00+00:00,77.9525,425.7925,0.0,6.695,2068.965,1078.738444,0.0,257.6075,2150.09,1836.65539,7902.496334,0.0,28.58,8465.557499999999,7902.496334,8494.137499999999,-591.6411659999985
2026-01-01 02:00:00+00:00,77.4775,405.805,0.0,6.695,2067.9475,1043.939033,0.0,256.0975,2155.345,1884.271687,7897.578219999999,0.0,6.619999999999997,8241.995,7897.578219999999,8248.615000000002,-351.0367800000022
2026-01-01 03:00:00+00:00,77.25,388.5525,0.0,6.705,2067.6225,1052.847095,0.0,252.4225,2151.7675,2000.693277,7997.860372000001,0.0,51.4825,8173.915,7997.860372000001,8225.3975,-227.53712799999812
2026-01-01 04:00:00+00:00,79.9375,384.545,0.0,10.285,2068.7725,1090.726144,0.0,240.6725,2110.8825,2291.259144,8277.080288000001,0.0,247.165,8321.54,8277.080288000001,8568.705000000002,-291.6247120000007
2026-01-01 05:00:00+00:00,81.715,385.1825,0.0,7.835,2067.575,1122.714368,0.0,236.35,2095.825,2385.46823,8382.665098,0.0,245.73000000000002,8582.625,8382.665098,8828.355,-445.6899020000001
2026-01-01 06:00:00+00:00,81.3775,401.735,0.0,6.08,2066.965,1159.655826,0.0,239.6,2107.3,2538.112255,8600.825581000001,0.0,56.442499999999995,8620.075,8600.825581000001,8676.5175,-75.69191899999896
2026-01-01 07:00:00+00:00,84.315,382.595,0.0,1.645,2066.325,1176.117427,0.0,231.1975,2092.84,2538.10097,8573.135897,0.0,3.92,8834.6875,8573.135897,8838.6075,-265.47160299999996
2026-01-01 08:00:00+00:00,81.36,382.89,0.0,0.6,2066.585,1189.863111,73.248,239.0425,2132.5125,2618.195725,8784.296836,500.01000000000005,0.0,9133.0325,9284.306836,9133.0325,151.2743360000004
2026-01-01 09:00:00+00:00,79.3275,382.6075,0.0,0.61,2067.5325,1188.065703,331.87375,245.8925,2160.0875,2762.169931,9218.166884,0.0,27.4,9599.0675,9218.166884,9626.467499999999,-408.3006159999986
2026-01-01 10:00:00+00:00,81.495,382.41,0.0,0.61,2068.37,1189.586539,682.3835,241.5525,2161.8675,2764.29141,9572.566449,0.0,241.26250000000002,9870.015,9572.566449,10111.2775,-538.7110510000002
2026-01-01 11:00:00+00:00,78.26,393.0125,0.0,0.61,2068.4725,1182.595086,789.52475,241.2725,2159.1525,2800.552604,9713.45244,0.0,556.8225,10084.095000000001,9713.45244,10640.917500000001,-927.4650600000023
2026-01-01 12:00:00+00:00,77.8725,398.5525,0.0,0.61,2067.3175,1158.707393,313.73375,251.9825,2152.2525,2759.141459,9180.170102,0.0,502.7825,9924.895,9180.170102,10427.6775,-1247.5073979999997
2026-01-01 13:00:00+00:00,75.025,426.305,0.0,4.665,2066.64,1210.165231,212.2675,252.125,2120.8475,2619.488054,8987.528284999999,0.0,485.86750000000006,9872.5375,8987.528284999999,10358.405,-1370.8767150000022
2026-01-01 14:00:00+00:00,75.9125,428.7625,0.0,9.2325,2066.6225,1236.267605,84.05675,251.635,2098.3075,2397.209978,8648.006833,0.0,572.0425,9913.525,8648.006833,10485.5675,-1837.5606669999997
2026-01-01 15:00:00+00:00,76.37,498.835,0.0,9.2675,2067.4725,1275.41827,9.2905,250.6525,2134.575,2285.832466,8607.713736,0.0,288.84250000000003,9913.9225,8607.713736,10202.765000000001,-1595.0512640000015
2026-01-01 16:00:00+00:00,75.265,533.95,0.0,8.8825,2070.04,1189.869561,0.0,251.2975,2150.5325,2319.98695,8599.824011,659.5699999999999,0.0,10059.54,9259.394011,10059.54,-800.1459890000006
2026-01-01 17:00:00+00:00,77.225,557.0775,0.0,8.46,2070.015,1117.05261,0.0,254.7875,2152.205,2340.333675,8577.156285,656.1225,0.0,10119.532500000001,9233.278784999999,10119.532500000001,-886.2537150000026
2026-01-01 18:00:00+00:00,79.6925,551.8775,0.0,8.38,2069.8575,1136.694184,0.0,252.2025,2155.565,2338.583754,8592.852938,652.01,0.0,9979.985,9244.862938,9979.985,-735.1220620000004
2026-01-01 19:00:00+00:00,76.285,507.035,0.0,8.2175,2069.74,1195.802542,0.0,251.165,2157.9675,2376.759627,8642.972168999999,630.7425,0.0,9710.68,9273.714668999999,9710.68,-436.96533100000124
2026-01-01 20:00:00+00:00,75.2825,501.4275,0.0,6.745,2069.7225,1130.57043,0.0,251.145,2156.92,2489.431716,8681.244646,102.225,0.0,9432.4275,8783.469646,9432.4275,-648.9578540000002
2026-01-01 21:00:00+00:00,75.32,507.41,0.0,5.385,2069.5375,1129.540699,0.0,249.7175,2157.8275,2560.317592,8755.055791,193.2675,0.0,9387.0275,8948.323291,9387.0275,-438.70420899999954
2026-01-01 22:00:00+00:00,76.0625,467.93,0.0,5.15,2069.655,1180.230734,0.0,250.1975,2154.4325,2661.030209,8864.688443000001,25.75,0.0,9316.4875,8890.438443000001,9316.4875,-426.04905699999836
2026-01-01 23:00:00+00:00,76.5775,407.795,0.0,5.1525,2070.3825,1216.332564,0.0,255.09,2156.21,2738.126708,8925.666772,47.7275,0.0,9100.6225,8973.394272000001,9100.6225,-127.22822799999813
2026-01-02 00:00:00+00:00,79.165,406.8725,0.0,5.73,2071.0375,1213.215322,0.0,251.8475,2155.5675,2675.503338,8858.93866,3.789999999999999,0.0,8780.03,8862.72866,8780.03,82.69866000000002
2026-01-02 01:00:00+00:00,76.3775,410.925,0.0,6.63,2070.815,1193.036575,0.0,252.1925,2153.825,2665.518452,8829.320027,0.0,581.9425,8480.0525,8829.320027,9061.994999999999,-232.67497299999923
2026-01-02 02:00:00+00:00,75.665,408.7275,0.0,6.7,2070.66,1189.314956,0.0,250.5775,2145.7625,2604.152812,8751.560268,0.0,642.0925,8282.68,8751.560268,8924.772500000001,-173.21223200000168
2026-01-02 03:00:00+00:00,78.3725,410.785,0.0,6.71,2071.0775,1179.99458,0.0,245.4875,2131.6825,2469.569845,8593.679425,0.0,620.7275000000001,8358.485,8593.679425,8979.212500000001,-385.5330750000012
2026-01-02 04:00:00+00:00,78.895,436.515,0.0,6.6975,2070.625,1192.963431,0.0,247.145,2122.17,2431.45706,8586.467991000001,0.0,633.095,8662.1475,8586.467991000001,9295.242499999998,-708.7745089999971
2026-01-02 05:00:00+00:00,82.3375,556.2175,0.0,6.685,2070.49,1192.479824,0.0,249.5125,2136.395,2275.270907,8569.388230999999,0.0,81.1875,9218.15,8569.388230999999,9299.3375,-729.9492690000006
2026-01-02 06:00:00+00:00,78.545,623.9575,0.0,6.69,2070.3975,1215.526327,0.0,248.8,2142.5775,2203.626898,8590.120725,112.9325,0.0,9607.06,8703.053225000001,9607.06,-904.006774999998
2026-01-02 07:00:00+00:00,78.3675,1124.6825,0.0,6.69,2071.915,1231.419274,0.29475,246.6675,2122.6225,2056.910518,8939.569542,378.155,0.0,10076.1675,9317.724542,10076.1675,-758.4429579999996
2026-01-02 08:00:00+00:00,80.4325,1396.92,0.0,6.69,2070.465,1249.008977,202.9405,239.69,2110.2,1932.040043,9288.387019999998,502.4075,0.0,10544.3675,9790.794519999998,10544.3675,-753.5729800000026
2026-01-02 09:00:00+00:00,83.9025,1414.485,0.0,6.72,2069.965,1275.36743,1275.698,227.425,2118.02,1829.613967,10301.196897,685.815,0.0,11217.192500000001,10987.011897,11217.192500000001,-230.1806030000007
2026-01-02 10:00:00+00:00,81.3975,1409.045,0.0,6.72,2071.0175,1263.786576,2318.159,240.455,2087.4025,1869.501884,11347.48496,94.885,0.0,11635.9,11442.36996,11635.9,-193.53003999999964
2026-01-02 11:00:00+00:00,78.3125,1344.5525,0.0,6.7075,2070.7,1250.744531,2999.16525,241.5075,2085.4525,1885.671468,11962.813749,15.73,0.0,11776.1725,11978.543749,11776.1725,202.3712489999998
2026-01-02 12:00:00+00:00,78.9725,1350.3375,0.0,6.7275,2068.535,1220.756422,2815.40825,236.225,1970.045,1958.440412,11705.447584000001,17.82,0.0,11515.615,11723.267584000001,11515.615,207.6525840000013
2026-01-02 13:00:00+00:00,76.135,1354.8325,0.0,5.84,2067.2925,1225.37392,2041.02,238.9225,1908.3625,1920.720961,10838.499881,0.0,3.5824999999999996,11137.0775,10838.499881,11140.66,-302.1601190000001
2026-01-02 14:00:00+00:00,76.1025,1470.75,0.0,5.4675,2069.3125,1242.127431,940.89625,239.5925,1793.7275,1841.543757,9679.519938,7.455,0.0,10895.8975,9686.974938,10895.8975,-1208.9225619999997
2026-01-02 15:00:00+00:00,78.1775,1750.73,0.0,4.735,2070.625,1282.79774,134.66875,243.485,1823.88,1814.641854,9203.740844,48.754999999999995,0.0,11109.5425,9252.495844,11109.5425,-1857.0466560000004
2026-01-02 16:00:00+00:00,77.8275,1838.5125,0.0,5.2575,2068.545,1261.296224,0.021,244.33,1837.99,1745.87027,9079.649994,847.9125,0.0,11575.285,9927.562494,11575.285,-1647.722506
2026-01-02 17:00:00+00:00,78.5625,1848.89,0.0,5.475,2068.925,1245.511088,0.0,245.45,1816.61,1691.076296,9000.499883999999,937.2650000000001,0.0,11587.1775,9937.764883999998,11587.1775,-1649.4126160000014
2026-01-02 18:00:00+00:00,77.2225,2336.71,5.56,6.1275,2069.1275,1266.61996,0.0,244.275,1300.53,1655.581938,8961.754398,972.3125,0.0,11152.192500000001,9934.066898,11152.192500000001,-1218.125602000002
2026-01-02 19:00:00+00:00,76.27,2135.4075,0.04,6.13,2068.915,1266.25482,0.0,245.1975,1250.22,1480.917582,8529.352402,224.5625,0.0,10640.2025,8753.914902,10640.2025,-1886.287597999999
2026-01-02 20:00:00+00:00,77.0075,1884.6175,0.0,7.195,2069.5525,1241.045841,0.0,247.8775,1254.3225,1302.525967,8084.144307999999,38.825,0.0,10302.244999999999,8122.969307999999,10302.244999999999,-2179.275692
2026-01-02 21:00:00+00:00,80.7975,1851.5925,0.0,6.6875,2070.735,1229.046193,0.0,247.2925,994.8825,1147.277234,7628.3109269999995,139.0375,0.0,10048.2075,7767.348427,10048.2075,-2280.8590730000005
2026-01-02 22:00:00+00:00,82.58,2063.4825,0.0,6.675,2071.3175,1236.068923,0.0,245.235,1072.98,1147.868886,7926.2078089999995,58.519999999999996,0.0,9824.62,7984.727809,9824.62,-1839.8921910000008
2026-01-02 23:00:00+00:00,94.175,1846.205,0.0,6.66,2070.8,1177.21458,0.0,248.245,1229.0775,1289.684471,7962.061551000001,12.175,0.0,9539.505,7974.236551000001,9539.505,-1565.2684489999983
2026-01-03 00:00:00+00:00,95.88,1829.3025,0.0,7.8,2071.1875,1140.688057,0.0,246.675,1548.435,1424.676506,8364.644563,2.68,0.0,9225.5675,8367.324563,9225.5675,-858.2429369999991
2026-01-03 01:00:00+00:00,93.735,1828.4075,0.0,7.52,2071.595,1139.060911,0.0,248.6075,1705.5,1514.444135,8608.870046,0.0,5.5424999999999995,8906.6125,8608.870046,8912.154999999999,-303.28495399999883
2026-01-03 02:00:00+00:00,94.8875,1725.57,0.0,6.6125,2071.735,1122.347182,0.0,246.1525,1617.7,1557.636149,8442.640831,0.0,566.895,8635.585,8442.640831,9202.48,-759.839168999999
2026-01-03 03:00:00+00:00,95.5,1633.8925,0.0,6.6125,2071.31,1115.738036,0.0,242.9775,1631.98,1644.03925,8442.049786,0.0,584.875,8576.744999999999,8442.049786,9161.619999999999,-719.5702139999994
2026-01-03 04:00:00+00:00,96.57,1638.65,0.0,6.6075,2071.2225,1110.73537,0.0,243.45,1755.7775,1621.446854,8544.459724,0.0,609.6475,8705.9975,8544.459724,9315.645,-771.1852760000002
2026-01-03 05:00:00+00:00,97.7025,1685.4175,0.0,6.595,2072.665,1140.523044,0.0,243.9425,1897.2975,1585.256975,8729.400019,0.0,245.04250000000002,9097.0725,8729.400019,9342.115,-612.7149809999992
2026-01-03 06:00:00+00:00,94.57,2020.195,0.0,6.595,2073.26,1191.261817,0.0,244.7775,1932.415,1669.992218,9233.066535,0.0,46.3675,9395.4225,9233.066535,9441.79,-208.72346500000094
2026-01-03 07:00:00+00:00,99.905,2308.4325,0.0,6.35,2072.91,1240.331485,0.032,243.595,2041.2325,1634.170395,9646.95888,0.0,5.0024999999999995,10039.747500000001,9646.95888,10044.750000000002,-397.7911200000017
2026-01-03 08:00:00+00:00,96.285,2315.7,0.0,5.8525,2071.9275,1264.765682,91.58475,244.9025,2049.8475,1605.549472,9746.414904,210.0375,0.0,10704.5125,9956.452404,10704.5125,-748.0600960000011
2026-01-03 09:00:00+00:00,100.96,2311.165,0.0,4.7925,2070.85,1300.160799,770.41275,245.63,2123.6375,1617.632102,10545.240651,505.57000000000005,0.0,11297.8975,11050.810651,11297.8975,-247.08684899999935
2026-01-03 10:00:00+00:00,98.7675,2295.915,0.0,4.3275,2070.7875,1334.144615,1778.89,244.28,2118.2925,1660.024006,11605.428621,103.64,0.0,11972.77,11709.068620999999,11972.77,-263.7013790000019
2026-01-03 11:00:00+00:00,93.9275,2295.5525,0.0,4.3,2070.5125,1334.243985,1722.91775,243.215,2079.1325,1876.118713,11719.920447999999,3.577499999999997,0.0,11827.04,11723.497947999998,11827.04,-103.54205200000251
2026-01-03 12:00:00+00:00,89.2975,2298.59,0.0,4.5375,2069.775,1268.163713,900.843,246.66,1877.205,2026.310496,10781.382209000001,127.4825,0.0,11494.57,10908.864709000001,11494.57,-585.7052909999984
2026-01-03 13:00:00+00:00,95.9275,2305.8025,0.0,4.5825,2069.815,1252.821267,542.98,245.195,1585.2025,1766.58639,9868.912656999999,256.68,0.0,11045.4225,10125.592657,11045.4225,-919.8298430000013
2026-01-03 14:00:00+00:00,98.31,2309.095,0.0,4.585,2070.075,1270.4908,271.40875,243.7025,1522.18,1483.004713,9272.851763,111.9775,0.0,11117.465,9384.829263000001,11117.465,-1732.6357369999987
2026-01-03 15:00:00+00:00,100.4225,2323.03,0.0,6.185,2070.57,1306.679394,26.6795,246.955,1564.7625,1229.016338,8874.300232,70.39750000000001,0.0,11156.7725,8944.697731999999,11156.7725,-2212.0747680000004
2026-01-03 16:00:00+00:00,98.8925,2321.22,0.0,7.0225,2071.5175,1310.486214,0.03125,245.0925,2052.245,1099.471366,9205.97883,138.97500000000002,0.0,11497.6675,9344.95383,11497.6675,-2152.713669999999
2026-01-03 17:00:00+00:00,99.52,2320.1675,0.0,7.135,2072.0775,1271.027012,0.0,247.2525,1864.795,1050.909255,8932.883767,596.7950000000001,0.0,11425.462500000001,9529.678767,11425.462500000001,-1895.783733000002
2026-01-03 18:00:00+00:00,97.4925,2323.28,0.0,6.74,2071.545,1306.969361,0.0,244.015,1997.8825,1036.442127,9084.366488,610.7275,0.0,11169.755000000001,9695.093988,11169.755000000001,-1474.6610120000005
2026-01-03 19:00:00+00:00,97.5375,2321.815,0.0,6.0425,2071.2075,1320.114215,0.0,249.4625,1996.38,1046.427124,9108.986339000001,155.98,0.0,10804.9225,9264.966339,10804.9225,-1539.956161
2026-01-03 20:00:00+00:00,96.8675,2330.6375,0.0,5.415,2070.925,1216.883046,0.0,252.1275,1883.855,1017.452623,8874.163168999998,137.3,0.0,10334.48,9011.463168999997,10334.48,-1323.0168310000026
2026-01-03 21:00:00+00:00,101.425,2553.6325,0.46,5.2325,2070.9425,1135.222411,0.0,250.9675,1882.655,1179.878831,9180.416242,142.4675,0.0,10260.1475,9322.883742,10260.1475,-937.2637579999991
2026-01-03 22:00:00+00:00,102.655,2657.42,0.225,5.2275,2070.315,1204.910721,0.0,245.9275,1851.3325,1358.76825,9496.781471000002,46.34,0.0,10142.425,9543.121471000002,10142.425,-599.3035289999971
2026-01-03 23:00:00+00:00,100.8525,2371.865,0.0,5.315,2070.5675,976.306286,0.0,244.745,1765.7625,1419.283981,8954.697767,12.625,0.0,9566.1075,8967.322767,9566.1075,-598.7847330000004
2026-01-04 00:00:00+00:00,99.1225,2315.54,0.0,6.4425,2070.2525,983.202077,0.0,244.9275,1826.1925,1370.90047,8916.580047,0.0,11.4025,9207.282500000001,8916.580047,9218.685000000001,-302.10495300000184
2026-01-04 01:00:00+00:00,103.1125,2305.235,0.0,6.63,2069.8875,998.74975,0.0,237.1975,1537.795,1435.447924,8694.055174000001,0.0,611.355,8836.1325,8694.055174000001,9447.4875,-753.4323259999983
2026-01-04 02:00:00+00:00,102.43,2325.42,0.0,6.6125,2069.975,961.415666,0.0,231.75,1719.685,1421.211608,8838.499774,0.0,608.7475000000001,8659.5725,8838.499774,9268.32,-429.8202259999998
2026-01-04 03:00:00+00:00,101.5525,2307.455,0.0,6.4325,2069.5175,977.96193,0.0,233.6275,1714.8,1450.325778,8861.672708,0.0,671.31,8632.535,8861.672708,9303.845,-442.1722919999993
2026-01-04 04:00:00+00:00,99.635,2245.2425,0.0,6.4125,2069.9925,1019.981759,0.0,232.085,1570.755,1534.264559,8778.368817999999,0.0,645.125,8697.4625,8778.368817999999,9342.5875,-564.2186820000006
2026-01-04 05:00:00+00:00,94.95,2245.285,0.0,5.8475,2070.7775,1051.806946,0.0,226.05,1633.3425,1500.167936,8828.227382,0.0,637.4025,9011.2375,8828.227382,9648.64,-820.4126180000003
2026-01-04 06:00:00+00:00,98.16,2247.9025,0.0,5.7825,2071.9425,1092.013839,0.0,225.295,1461.5825,1485.695258,8688.374097,0.0,46.214999999999996,9211.825,8688.374097,9258.04,-569.665903000001
2026-01-04 07:00:00+00:00,102.515,2291.745,0.0,5.7825,2072.4675,1100.247749,0.036,225.315,1366.6375,1453.363507,8618.109756,0.0,4.885,9640.5675,8618.109756,9645.4525,-1027.3427439999996
2026-01-04 08:00:00+00:00,99.7625,2299.3175,0.0,5.785,2072.1975,1110.018204,291.02125,223.9075,1188.05,1435.589615,8725.649069000001,12.5875,0.0,10313.415,8738.236569,10313.415,-1575.1784310000003
2026-01-04 09:00:00+00:00,102.1425,2324.27,0.0,5.7825,2071.8075,1131.276121,1064.7665,225.63,1155.2775,1328.226517,9409.179138,156.6175,0.0,10839.865,9565.796638,10839.865,-1274.068362
2026-01-04 10:00:00+00:00,98.5925,2333.2075,0.0,4.68,2070.95,1110.505159,2062.98925,229.22,1218.275,1168.247474,10296.666883000002,57.045,0.0,11445.130000000001,10353.711883000002,11445.130000000001,-1091.4181169999993
2026-01-04 11:00:00+00:00,98.2325,2409.69,0.0,3.905,2070.2375,1113.52955,2641.29675,230.2775,1292.4575,1057.648248,10917.274548000001,20.362499999999997,0.0,11659.33,10937.637048,11659.33,-721.6929519999994
2026-01-04 12:00:00+00:00,103.64,2558.4625,0.0,3.56,2070.3675,1141.507205,2695.71975,230.9425,1444.7475,1062.877918,11311.824873,0.0,130.51500000000001,11365.095000000001,11311.824873,11495.61,-183.785127000001
2026-01-04 13:00:00+00:00,101.83,2828.4325,0.0,3.645,2071.1025,1172.09083,2029.002,228.06,1510.43,982.017835,10926.610665,0.0,36.865,10938.54,10926.610665,10975.405,-48.7943350000005
2026-01-04 14:00:00+00:00,98.5025,3186.3125,0.0,5.1475,2071.2,1218.383795,1142.33525,230.415,1397.71,928.760804,10278.767349,103.0125,0.0,10740.439999999999,10381.779849,10740.439999999999,-358.6601509999982
2026-01-04 15:00:00+00:00,97.3375,3889.7025,0.0,5.7125,2071.6225,1237.86631,195.8805,231.2675,1353.3175,875.552465,9958.259275,113.2575,0.0,10556.425,10071.516775,10556.425,-484.9082249999992
2026-01-04 16:00:00+00:00,96.9225,4424.015,0.0,6.35,2071.4875,1185.099536,0.0795,233.645,1278.8475,986.985406,10283.431942000001,208.1875,0.0,11031.225,10491.619442000001,11031.225,-539.6055579999993
2026-01-04 17:00:00+00:00,96.8725,4554.7675,0.0,6.39,2071.6025,1131.498509,0.0,233.5275,1095.2075,1144.444293,10334.310302000002,518.5475,0.0,11301.474999999999,10852.857802000002,11301.474999999999,-448.6171979999963
2026-01-04 18:00:00+00:00,96.13,4591.1575,0.0,6.495,2071.6075,1144.7646,0.0,231.025,1054.205,1106.196583,10301.581182999998,470.57500000000005,0.0,11061.8675,10772.156183,11061.8675,-289.71131700000115
2026-01-04 19:00:00+00:00,97.895,4720.5075,0.0,7.485,2071.6075,1157.56857,0.0,232.7825,1069.775,1060.342442,10417.963511999998,154.70000000000002,0.0,10669.7875,10572.663512,10669.7875,-97.12398800000119
2026-01-04 20:00:00+00:00,96.065,4178.07,0.0,9.3475,2072.0,1131.783473,0.0,230.965,911.405,1118.446807,9748.08278,78.6475,0.0,10248.0825,9826.73028,10248.0825,-421.35222000000067
2026-01-04 21:00:00+00:00,98.5675,4119.595,0.0,8.08,2071.7225,1167.289539,0.0,228.5875,935.325,1088.799052,9717.966091,84.72749999999999,0.0,10118.5125,9802.693591000001,10118.5125,-315.8189089999996
2026-01-04 22:00:00+00:00,102.11,3709.5575,0.0,8.0175,2071.57,1185.276036,0.0,228.4375,873.7925,1148.459312,9327.220347999999,28.792499999999997,0.0,9932.175000000001,9356.012847999998,9932.175000000001,-576.1621520000026
2026-01-04 23:00:00+00:00,98.9625,3495.805,0.0,7.335,2071.66,986.507184,0.0,228.2675,801.455,1115.036323,8805.028506999999,41.11750000000001,0.0,9364.564999999999,8846.146007,9364.564999999999,-518.4189929999993
2026-01-05 00:00:00+00:00,98.42,3475.24,0.0,4.975,2073.775,975.650208,0.0,222.4975,591.465,1085.070617,8527.093325,44.182500000000005,0.0,8955.215,8571.275825,8955.215,-383.9391749999995
2026-01-05 01:00:00+00:00,100.3575,3460.4125,0.0,2.7325,2074.205,979.692856,0.0,225.6175,541.3225,1057.005248,8441.345604,62.425,0.0,8803.71,8503.770604,8803.71,-299.93939599999976
2026-01-05 02:00:00+00:00,100.7025,3463.55,0.0,2.4125,2073.38,981.299573,0.0,223.1075,702.7425,1062.968002,8610.162575,0.0,419.38500000000005,8783.79,8610.162575,9203.175000000001,-593.0124250000008
2026-01-05 03:00:00+00:00,99.1675,3568.015,0.0,2.8425,2073.0775,971.54504,0.0,221.765,666.7775,1246.430432,8849.620472,0.0,264.4025,8878.195,8849.620472,9142.5975,-292.97702799999934
2026-01-05 04:00:00+00:00,98.635,3888.655,0.0,3.58,2073.1525,1020.592422,0.0,223.83,630.8925,1355.75772,9295.095142,0.0,237.12,9330.64,9295.095142,9567.76,-272.6648580000001
2026-01-05 05:00:00+00:00,100.045,4252.345,0.0,3.585,2071.78,1076.911748,0.0,225.125,809.9825,1332.687868,9872.462116000002,23.985000000000003,0.0,10414.91,9896.447116000003,10414.91,-518.4628839999968
2026-01-05 06:00:00+00:00,100.755,4725.2475,0.0,4.8275,2070.1,1146.179497,0.0,225.15,1057.355,1306.084763,10635.699260000001,48.002500000000005,0.0,11511.305,10683.701760000002,11511.305,-827.6032399999986
2026-01-05 07:00:00+00:00,95.8625,5153.8575,0.0,8.44,2070.4075,1195.182398,0.417,231.44,1321.2825,1321.494434,11398.383831999998,108.1775,0.0,12505.445,11506.561331999997,12505.445,-998.8836680000022
2026-01-05 08:00:00+00:00,99.0375,5199.7775,0.0,8.0925,2068.4625,1183.397789,266.842,231.6025,879.6625,1318.353221,11255.228010000003,448.0925,0.0,12963.5275,11703.320510000003,12963.5275,-1260.206989999997
2026-01-05 09:00:00+00:00,100.3175,5225.34,0.0,5.1675,2067.995,1181.6478,599.38375,231.85,1007.7525,1192.832935,11612.286985,232.54250000000002,0.0,13093.79,11844.829485,13093.79,-1248.9605150000007
2026-01-05 10:00:00+00:00,99.7825,5199.5975,0.0,4.175,2068.12,1167.364844,506.8335,234.3225,806.7825,1017.626957,11104.605301000001,209.005,0.0,13085.425,11313.610301,13085.425,-1771.8146989999987
2026-01-05 11:00:00+00:00,101.9425,5412.6025,0.0,4.19,2067.5625,1182.354745,449.329,233.355,918.425,851.116523,11220.877767999998,208.12,0.0,12851.935,11428.997768,12851.935,-1422.9372320000002
2026-01-05 12:00:00+00:00,101.36,5472.7725,0.84,4.2125,2067.6275,1191.876846,638.87875,244.375,1044.0825,660.226727,11426.252322999999,218.29000000000002,0.0,12892.3625,11644.542323,12892.3625,-1247.8201769999996
2026-01-05 13:00:00+00:00,97.56,5830.735,1.295,4.9175,2067.2325,1212.996033,632.588,237.43,1163.3975,624.011445,11872.162978,97.08250000000001,0.0,12864.654999999999,11969.245478,12864.654999999999,-895.4095219999981
2026-01-05 14:00:00+00:00,96.1825,5808.5125,0.0,5.9025,2067.9875,1259.032176,445.2575,233.855,1087.6025,570.906705,11575.238881,0.0,67.9975,12678.3225,11575.238881,12746.32,-1171.0811190000004
2026-01-05 15:00:00+00:00,96.2,5854.5875,0.705,6.2475,2069.7125,1264.646467,79.035,237.2575,678.0125,581.1065,10867.510467,559.255,0.0,12514.055,11426.765467,12514.055,-1087.289533000001
2026-01-05 16:00:00+00:00,97.2575,5955.335,1.99,6.89,2070.0475,1229.412316,0.0015,243.5375,738.135,679.341756,11021.948072000001,947.0799999999999,0.0,12805.885,11969.028072000001,12805.885,-836.8569279999992
2026-01-05 17:00:00+00:00,97.49,6013.8625,80.775,6.9275,2070.145,1198.496811,0.0,243.155,1045.57,751.01329,11507.435101,957.5425,0.0,12917.1575,12464.977600999999,12917.1575,-452.17989900000066
2026-01-05 18:00:00+00:00,101.065,5831.975,1.375,6.935,2070.01,1136.316027,0.0,247.06,1541.1625,888.850328,11824.748855000002,446.29,0.0,12620.657500000001,12271.038855000003,12620.657500000001,-349.61864499999865
2026-01-05 19:00:00+00:00,102.0175,5430.275,0.0,6.9275,2070.6075,1092.240852,0.0,246.04,1083.9275,1007.815932,11039.851783999999,121.80250000000001,0.0,11906.7425,11161.654283999998,11906.7425,-745.0882160000019
2026-01-05 20:00:00+00:00,99.8325,5365.1525,0.58,5.765,2071.0625,1044.419585,0.0,240.6975,1063.2875,839.652894,10730.449979000003,254.9975,0.0,11137.9575,10985.447479000002,11137.9575,-152.51002099999823
2026-01-05 21:00:00+00:00,98.3,4972.7925,1.04,3.6,2069.91,1023.046892,0.0,241.5125,1904.685,685.17021,11000.057102,57.15,0.0,10946.605,11057.207102,10946.605,110.60210200000074
2026-01-05 22:00:00+00:00,99.3075,4218.375,0.0,0.44,2070.445,1015.246647,0.0,243.2425,1763.83,613.789754,10024.676400999999,110.4675,0.0,10538.1675,10135.143901,10538.1675,-403.0235990000001
2026-01-05 23:00:00+00:00,99.97,4259.405,0.775,0.4675,2070.57,1058.63597,0.0,240.07,1231.5625,555.830308,9517.286278,64.12,0.0,10092.0425,9581.406278,10092.0425,-510.6362219999992
2026-01-06 00:00:00+00:00,100.5725,4140.9275,0.0,0.4575,2069.9325,1048.049546,0.0,241.06,1127.105,495.409715,9223.514261,0.0,620.3525,9823.375,9223.514261,10443.7275,-1220.2132390000006
2026-01-06 01:00:00+00:00,99.7925,4012.035,0.0,0.455,2069.455,1057.875911,0.0,235.51,988.6075,399.823902,8863.554812999999,0.0,611.7325000000001,9542.72,8863.554812999999,10154.4525,-1290.8976870000006
2026-01-06 02:00:00+00:00,99.9,3829.2125,0.0,0.7925,2070.585,1049.436872,0.0,241.4525,839.9275,414.291284,8545.598156,0.0,641.3125,9429.955,8545.598156,10071.2675,-1525.669344
2026-01-06 03:00:00+00:00,98.75,3982.2075,0.0,5.9,2070.6325,1027.568344,0.0,235.625,662.5175,489.992205,8573.193049,0.0,620.845,9380.1625,8573.193049,10001.0075,-1427.8144510000002
2026-01-06 04:00:00+00:00,97.3975,4417.6425,0.0,6.585,2069.7875,1065.211014,0.0,230.3025,704.3425,427.711939,9018.980453000002,0.0,439.18,9750.4925,9018.980453000002,10189.6725,-1170.6920469999986
