,RS_ME,ME_RS,ME_BA,BA_ME,ME_IT_CSUD,IT_CSUD_ME,ME_BA_net_export,ME_RS_net_export,ME_IT_CSUD_net_export,Net Export
2026-02-19 20:00:00+00:00,180.0,205.0,143.0,159.0,425.0,0.0,-16.0,25.0,425.0,434.0
2026-02-19 21:00:00+00:00,165.0,218.0,86.0,91.0,500.0,13.0,-5.0,53.0,487.0,535.0
2026-02-19 22:00:00+00:00,164.0,217.0,80.0,105.0,500.0,0.0,-25.0,53.0,500.0,528.0
2026-02-19 23:00:00+00:00,188.0,153.0,45.0,146.0,600.0,0.0,-101.0,-35.0,600.0,464.0
2026-02-20 00:00:00+00:00,196.0,183.0,53.0,75.0,600.0,0.0,-22.0,-13.0,600.0,565.0
2026-02-20 01:00:00+00:00,176.0,192.0,48.0,59.0,600.0,0.0,-11.0,16.0,600.0,605.0
2026-02-20 02:00:00+00:00,186.0,183.0,55.0,60.0,586.0,0.0,-5.0,-3.0,586.0,578.0
2026-02-20 03:00:00+00:00,184.0,183.0,55.0,79.0,586.0,0.0,-24.0,-1.0,586.0,561.0
2026-02-20 04:00:00+00:00,242.0,231.0,48.0,87.0,600.0,0.0,-39.0,-11.0,600.0,550.0
2026-02-20 05:00:00+00:00,18.0,248.0,275.0,16.0,156.0,37.0,259.0,230.0,119.0,608.0
2026-02-20 06:00:00+00:00,36.0,280.0,298.0,18.0,93.0,20.0,280.0,244.0,73.0,597.0
2026-02-20 07:00:00+00:00,193.0,253.0,303.0,16.0,298.0,45.0,287.0,60.0,253.0,600.0
2026-02-20 08:00:00+00:00,228.0,259.0,116.0,16.0,369.0,20.0,100.0,31.0,349.0,480.0
2026-02-20 09:00:00+00:00,318.0,234.0,113.0,58.0,523.0,0.0,55.0,-84.0,523.0,494.0
2026-02-20 10:00:00+00:00,282.0,193.0,88.0,82.0,556.0,0.0,6.0,-89.0,556.0,473.0
2026-02-20 11:00:00+00:00,282.0,193.0,88.0,93.0,556.0,0.0,-5.0,-89.0,556.0,462.0
2026-02-20 12:00:00+00:00,282.0,204.0,76.0,59.0,535.0,0.0,17.0,-78.0,535.0,474.0
2026-02-20 13:00:00+00:00,291.0,254.0,163.0,39.0,535.0,144.0,124.0,-37.0,391.0,478.0
2026-02-20 14:00:00+00:00,193.0,217.0,233.0,76.0,283.0,70.0,157.0,24.0,213.0,394.0
2026-02-20 15:00:00+00:00,102.0,279.0,285.0,73.0,149.0,111.0,212.0,177.0,38.0,427.0
2026-02-20 16:00:00+00:00,37.0,241.0,152.0,96.0,104.0,102.0,56.0,204.0,2.0,262.0
2026-02-20 17:00:00+00:00,36.0,253.0,248.0,65.0,83.0,191.0,183.0,217.0,-108.0,292.0
2026-02-20 18:00:00+00:00,47.0,253.0,203.0,85.0,151.0,157.0,118.0,206.0,-6.0,318.0
2026-02-20 19:00:00+00:00,289.0,236.0,82.0,160.0,505.0,35.0,-78.0,-53.0,470.0,339.0
2026-02-20 20:00:00+00:00,238.0,170.0,43.0,192.0,552.0,6.0,-149.0,-68.0,546.0,329.0
2026-02-20 21:00:00+00:00,288.0,168.0,33.0,105.0,600.0,0.0,-72.0,-120.0,600.0,408.0
2026-02-20 22:00:00+00:00,282.0,196.0,35.0,67.0,600.0,0.0,-32.0,-86.0,600.0,482.0
2026-02-20 23:00:00+00:00,220.0,113.0,91.0,120.0,600.0,0.0,-29.0,-107.0,600.0,464.0
2026-02-21 00:00:00+00:00,160.0,136.0,91.0,130.0,600.0,0.0,-39.0,-24.0,600.0,537.0
2026-02-21 01:00:00+00:00,162.0,149.0,70.0,130.0,600.0,0.0,-60.0,-13.0,600.0,527.0
2026-02-21 02:00:00+00:00,119.0,147.0,53.0,179.0,600.0,0.0,-126.0,28.0,600.0,502.0
2026-02-21 03:00:00+00:00,210.0,154.0,113.0,130.0,600.0,0.0,-17.0,-56.0,600.0,527.0
2026-02-21 04:00:00+00:00,174.0,136.0,85.0,103.0,600.0,0.0,-18.0,-38.0,600.0,544.0
2026-02-21 05:00:00+00:00,174.0,180.0,112.0,139.0,600.0,0.0,-27.0,6.0,600.0,579.0
2026-02-21 06:00:00+00:00,212.0,152.0,89.0,106.0,600.0,0.0,-17.0,-60.0,600.0,523.0
2026-02-21 07:00:00+00:00,250.0,191.0,117.0,124.0,600.0,0.0,-7.0,-59.0,600.0,534.0
2026-02-21 08:00:00+00:00,21.0,254.0,291.0,16.0,0.0,92.0,275.0,233.0,-92.0,416.0
2026-02-21 09:00:00+00:00,20.0,262.0,291.0,14.0,0.0,109.0,277.0,242.0,-109.0,410.0
2026-02-21 10:00:00+00:00,31.0,263.0,276.0,14.0,0.0,115.0,262.0,232.0,-115.0,379.0
2026-02-21 11:00:00+00:00,20.0,248.0,272.0,14.0,0.0,110.0,258.0,228.0,-110.0,376.0
2026-02-21 12:00:00+00:00,20.0,259.0,267.0,14.0,0.0,132.0,253.0,239.0,-132.0,360.0
2026-02-21 13:00:00+00:00,21.0,246.0,275.0,14.0,0.0,136.0,261.0,225.0,-136.0,350.0
2026-02-21 14:00:00+00:00,21.0,196.0,210.0,16.0,0.0,30.0,194.0,175.0,-30.0,339.0
2026-02-21 15:00:00+00:00,72.0,191.0,166.0,14.0,0.0,0.0,152.0,119.0,0.0,271.0
2026-02-21 16:00:00+00:00,82.0,262.0,132.0,39.0,63.0,16.0,93.0,180.0,47.0,320.0
2026-02-21 17:00:00+00:00,180.0,213.0,173.0,18.0,163.0,0.0,155.0,33.0,163.0,351.0
2026-02-21 18:00:00+00:00,148.0,233.0,177.0,70.0,163.0,0.0,107.0,85.0,163.0,355.0
2026-02-21 19:00:00+00:00,203.0,114.0,104.0,249.0,600.0,0.0,-145.0,-89.0,600.0,366.0
2026-02-21 20:00:00+00:00,223.0,125.0,70.0,152.0,594.0,0.0,-82.0,-98.0,594.0,414.0
2026-02-21 21:00:00+00:00,172.0,125.0,60.0,213.0,600.0,0.0,-153.0,-47.0,600.0,400.0
2026-02-21 22:00:00+00:00,179.0,143.0,60.0,224.0,593.0,0.0,-164.0,-36.0,593.0,393.0
2026-02-21 23:00:00+00:00,161.0,129.0,40.0,108.0,600.0,0.0,-68.0,-32.0,600.0,500.0
2026-02-22 00:00:00+00:00,159.0,131.0,61.0,100.0,600.0,0.0,-39.0,-28.0,600.0,533.0
2026-02-22 01:00:00+00:00,158.0,174.0,72.0,100.0,600.0,0.0,-28.0,16.0,600.0,588.0
2026-02-22 02:00:00+00:00,158.0,170.0,92.0,100.0,600.0,0.0,-8.0,12.0,600.0,604.0
2026-02-22 03:00:00+00:00,158.0,151.0,94.0,100.0,600.0,0.0,-6.0,-7.0,600.0,587.0
2026-02-22 04:00:00+00:00,158.0,153.0,55.0,90.0,600.0,0.0,-35.0,-5.0,600.0,560.0
2026-02-22 05:00:00+00:00,157.0,186.0,115.0,92.0,600.0,0.0,23.0,29.0,600.0,652.0
2026-02-22 06:00:00+00:00,163.0,187.0,81.0,155.0,600.0,0.0,-74.0,24.0,600.0,550.0
2026-02-22 07:00:00+00:00,21.0,238.0,242.0,26.0,0.0,0.0,216.0,217.0,0.0,433.0
2026-02-22 08:00:00+00:00,20.0,268.0,279.0,26.0,0.0,15.0,253.0,248.0,-15.0,486.0
2026-02-22 09:00:00+00:00,20.0,263.0,267.0,24.0,0.0,15.0,243.0,243.0,-15.0,471.0
2026-02-22 10:00:00+00:00,20.0,225.0,315.0,24.0,0.0,55.0,291.0,205.0,-55.0,441.0
2026-02-22 11:00:00+00:00,19.0,220.0,322.0,24.0,0.0,80.0,298.0,201.0,-80.0,419.0
2026-02-22 12:00:00+00:00,19.0,255.0,324.0,24.0,0.0,90.0,300.0,236.0,-90.0,446.0
2026-02-22 13:00:00+00:00,20.0,263.0,319.0,24.0,0.0,83.0,295.0,243.0,-83.0,455.0
2026-02-22 14:00:00+00:00,20.0,259.0,229.0,26.0,0.0,33.0,203.0,239.0,-33.0,409.0
2026-02-22 15:00:00+00:00,40.0,203.0,192.0,26.0,0.0,16.0,166.0,163.0,-16.0,313.0
2026-02-22 16:00:00+00:00,215.0,124.0,87.0,204.0,600.0,0.0,-117.0,-91.0,600.0,392.0
2026-02-22 17:00:00+00:00,172.0,124.0,69.0,217.0,600.0,0.0,-148.0,-48.0,600.0,404.0
2026-02-22 18:00:00+00:00,148.0,113.0,60.0,181.0,600.0,0.0,-121.0,-35.0,600.0,444.0
2026-02-22 19:00:00+00:00,173.0,113.0,60.0,138.0,600.0,0.0,-78.0,-60.0,600.0,462.0
2026-02-22 20:00:00+00:00,161.0,107.0,60.0,163.0,600.0,0.0,-103.0,-54.0,600.0,443.0
2026-02-22 21:00:00+00:00,161.0,113.0,75.0,124.0,600.0,0.0,-49.0,-48.0,600.0,503.0
2026-02-22 22:00:00+00:00,194.0,125.0,95.0,124.0,600.0,0.0,-29.0,-69.0,600.0,502.0
2026-02-22 23:00:00+00:00,196.0,162.0,48.0,158.0,600.0,0.0,-110.0,-34.0,600.0,456.0
2026-02-23 00:00:00+00:00,204.0,177.0,101.0,115.0,600.0,0.0,-14.0,-27.0,600.0,559.0
2026-02-23 01:00:00+00:00,208.0,179.0,81.0,138.0,600.0,0.0,-57.0,-29.0,600.0,514.0
2026-02-23 02:00:00+00:00,212.0,189.0,92.0,140.0,600.0,0.0,-48.0,-23.0,600.0,529.0
2026-02-23 03:00:00+00:00,183.0,178.0,70.0,135.0,600.0,0.0,-65.0,-5.0,600.0,530.0
2026-02-23 04:00:00+00:00,204.0,205.0,60.0,135.0,596.0,0.0,-75.0,1.0,596.0,522.0
2026-02-23 05:00:00+00:00,233.0,240.0,93.0,99.0,503.0,0.0,-6.0,7.0,503.0,504.0
2026-02-23 06:00:00+00:00,193.0,220.0,51.0,269.0,575.0,0.0,-218.0,27.0,575.0,384.0
2026-02-23 07:00:00+00:00,247.0,216.0,154.0,256.0,620.0,20.0,-102.0,-31.0,600.0,467.0
2026-02-23 08:00:00+00:00,234.0,227.0,95.0,194.0,620.0,20.0,-99.0,-7.0,600.0,494.0
2026-02-23 09:00:00+00:00,125.0,174.0,80.0,195.0,590.0,0.0,-115.0,49.0,590.0,524.0
2026-02-23 10:00:00+00:00,120.0,158.0,137.0,146.0,541.0,50.0,-9.0,38.0,491.0,520.0
2026-02-23 11:00:00+00:00,125.0,158.0,140.0,146.0,540.0,50.0,-6.0,33.0,490.0,517.0
2026-02-23 12:00:00+00:00,125.0,158.0,133.0,146.0,540.0,50.0,-13.0,33.0,490.0,510.0
2026-02-23 13:00:00+00:00,133.0,152.0,90.0,145.0,535.0,50.0,-55.0,19.0,485.0,449.0
2026-02-23 14:00:00+00:00,191.0,238.0,239.0,180.0,339.0,153.0,59.0,47.0,186.0,292.0
2026-02-23 15:00:00+00:00,21.0,238.0,289.0,156.0,110.0,214.0,133.0,217.0,-104.0,246.0
2026-02-23 16:00:00+00:00,22.0,272.0,290.0,162.0,85.0,321.0,128.0,250.0,-236.0,142.0
2026-02-23 17:00:00+00:00,22.0,268.0,295.0,174.0,85.0,302.0,121.0,246.0,-217.0,150.0
2026-02-23 18:00:00+00:00,22.0,268.0,273.0,174.0,85.0,315.0,99.0,246.0,-230.0,115.0
2026-02-23 19:00:00+00:00,30.0,268.0,290.0,133.0,85.0,280.0,157.0,238.0,-195.0,200.0
2026-02-23 20:00:00+00:00,149.0,255.0,163.0,209.0,440.0,163.0,-46.0,106.0,277.0,337.0
2026-02-23 21:00:00+00:00,267.0,166.0,47.0,180.0,582.0,0.0,-133.0,-101.0,582.0,348.0
2026-02-23 22:00:00+00:00,272.0,182.0,30.0,134.0,600.0,0.0,-104.0,-90.0,600.0,406.0
2026-02-23 23:00:00+00:00,155.0,154.0,40.0,232.0,600.0,0.0,-192.0,-1.0,600.0,407.0
2026-02-24 00:00:00+00:00,153.0,178.0,83.0,223.0,600.0,0.0,-140.0,25.0,600.0,485.0
2026-02-24 01:00:00+00:00,152.0,161.0,63.0,228.0,600.0,0.0,-165.0,9.0,600.0,444.0
2026-02-24 02:00:00+00:00,152.0,164.0,62.0,223.0,600.0,0.0,-161.0,12.0,600.0,451.0
2026-02-24 03:00:00+00:00,183.0,188.0,66.0,231.0,600.0,0.0,-165.0,5.0,600.0,440.0
2026-02-24 04:00:00+00:00,229.0,220.0,93.0,186.0,592.0,0.0,-93.0,-9.0,592.0,490.0
2026-02-24 05:00:00+00:00,118.0,268.0,274.0,94.0,369.0,173.0,180.0,150.0,196.0,526.0
2026-02-24 06:00:00+00:00,18.0,268.0,334.0,47.0,166.0,167.0,287.0,250.0,-1.0,536.0
2026-02-24 07:00:00+00:00,24.0,268.0,314.0,47.0,186.0,122.0,267.0,244.0,64.0,575.0
2026-02-24 08:00:00+00:00,49.0,268.0,304.0,82.0,205.0,127.0,222.0,219.0,78.0,519.0
2026-02-24 09:00:00+00:00,49.0,258.0,284.0,77.0,204.0,107.0,207.0,209.0,97.0,513.0
2026-02-24 10:00:00+00:00,149.0,241.0,284.0,73.0,300.0,107.0,211.0,92.0,193.0,496.0
2026-02-24 11:00:00+00:00,49.0,196.0,239.0,45.0,199.0,40.0,194.0,147.0,159.0,500.0
2026-02-24 12:00:00+00:00,150.0,223.0,259.0,43.0,294.0,60.0,216.0,73.0,234.0,523.0
2026-02-24 13:00:00+00:00,48.0,240.0,284.0,32.0,181.0,107.0,252.0,192.0,74.0,518.0
2026-02-24 14:00:00+00:00,19.0,238.0,330.0,109.0,166.0,97.0,221.0,219.0,69.0,509.0
2026-02-24 15:00:00+00:00,19.0,238.0,364.0,122.0,97.0,126.0,242.0,219.0,-29.0,432.0
2026-02-24 16:00:00+00:00,19.0,238.0,249.0,196.0,102.0,130.0,53.0,219.0,-28.0,244.0
2026-02-24 17:00:00+00:00,20.0,238.0,245.0,209.0,91.0,142.0,36.0,218.0,-51.0,203.0
2026-02-24 18:00:00+00:00,19.0,238.0,258.0,197.0,132.0,182.0,61.0,219.0,-50.0,230.0
2026-02-24 19:00:00+00:00,20.0,238.0,311.0,201.0,102.0,164.0,110.0,218.0,-62.0,266.0
2026-02-24 20:00:00+00:00,225.0,203.0,147.0,261.0,475.0,4.0,-114.0,-22.0,471.0,335.0
2026-02-24 21:00:00+00:00,226.0,198.0,132.0,207.0,484.0,0.0,-75.0,-28.0,484.0,381.0
2026-02-24 22:00:00+00:00,220.0,134.0,129.0,147.0,580.0,0.0,-18.0,-86.0,580.0,476.0
2026-02-24 23:00:00+00:00,226.0,123.0,53.0,84.0,600.0,5.0,-31.0,-103.0,595.0,461.0
2026-02-25 00:00:00+00:00,243.0,177.0,61.0,68.0,600.0,0.0,-7.0,-66.0,600.0,527.0
2026-02-25 01:00:00+00:00,206.0,159.0,58.0,68.0,600.0,0.0,-10.0,-47.0,600.0,543.0
2026-02-25 02:00:00+00:00,206.0,209.0,63.0,68.0,600.0,0.0,-5.0,3.0,600.0,598.0
2026-02-25 03:00:00+00:00,253.0,151.0,92.0,32.0,600.0,0.0,60.0,-102.0,600.0,558.0
2026-02-25 04:00:00+00:00,250.0,137.0,106.0,57.0,600.0,0.0,49.0,-113.0,600.0,536.0
2026-02-25 05:00:00+00:00,235.0,300.0,208.0,128.0,506.0,125.0,80.0,65.0,381.0,526.0
2026-02-25 06:00:00+00:00,283.0,268.0,216.0,146.0,570.0,144.0,70.0,-15.0,426.0,481.0
2026-02-25 07:00:00+00:00,238.0,249.0,160.0,122.0,588.0,95.0,38.0,11.0,493.0,542.0
2026-02-25 08:00:00+00:00,225.0,248.0,111.0,167.0,620.0,70.0,-56.0,23.0,550.0,517.0
2026-02-25 09:00:00+00:00,246.0,241.0,111.0,150.0,620.0,20.0,-39.0,-5.0,600.0,556.0
2026-02-25 10:00:00+00:00,240.0,235.0,112.0,154.0,605.0,5.0,-42.0,-5.0,600.0,553.0
2026-02-25 11:00:00+00:00,251.0,252.0,90.0,125.0,605.0,5.0,-35.0,1.0,600.0,566.0
2026-02-25 12:00:00+00:00,263.0,234.0,106.0,115.0,605.0,5.0,-9.0,-29.0,600.0,562.0
2026-02-25 13:00:00+00:00,240.0,233.0,102.0,114.0,586.0,5.0,-12.0,-7.0,581.0,562.0
2026-02-25 14:00:00+00:00,221.0,259.0,151.0,155.0,433.0,80.0,-4.0,38.0,353.0,387.0
2026-02-25 15:00:00+00:00,129.0,268.0,273.0,194.0,174.0,200.0,79.0,139.0,-26.0,192.0
2026-02-25 16:00:00+00:00,75.0,253.0,310.0,202.0,104.0,247.0,108.0,178.0,-143.0,143.0
2026-02-25 17:00:00+00:00,43.0,272.0,328.0,212.0,104.0,267.0,116.0,229.0,-163.0,182.0
2026-02-25 18:00:00+00:00,50.0,293.0,273.0,222.0,104.0,224.0,51.0,243.0,-120.0,174.0
2026-02-25 19:00:00+00:00,64.0,272.0,268.0,218.0,104.0,171.0,50.0,208.0,-67.0,191.0
2026-02-25 20:00:00+00:00,182.0,247.0,115.0,177.0,285.0,23.0,-62.0,65.0,262.0,265.0
2026-02-25 21:00:00+00:00,248.0,138.0,59.0,107.0,467.0,25.0,-48.0,-110.0,442.0,284.0
2026-02-25 22:00:00+00:00,286.0,147.0,75.0,107.0,553.0,0.0,-32.0,-139.0,553.0,382.0
2026-02-25 23:00:00+00:00,224.0,168.0,53.0,73.0,600.0,0.0,-20.0,-56.0,600.0,524.0
2026-02-26 00:00:00+00:00,216.0,165.0,83.0,73.0,600.0,0.0,10.0,-51.0,600.0,559.0
2026-02-26 01:00:00+00:00,245.0,203.0,110.0,73.0,600.0,0.0,37.0,-42.0,600.0,595.0
2026-02-26 02:00:00+00:00,203.0,180.0,100.0,73.0,600.0,0.0,27.0,-23.0,600.0,604.0
2026-02-26 03:00:00+00:00,248.0,196.0,101.0,42.0,600.0,0.0,59.0,-52.0,600.0,607.0
2026-02-26 04:00:00+00:00,266.0,220.0,174.0,138.0,600.0,0.0,36.0,-46.0,600.0,590.0
2026-02-26 05:00:00+00:00,197.0,189.0,124.0,174.0,600.0,0.0,-50.0,-8.0,600.0,542.0
2026-02-26 06:00:00+00:00,194.0,220.0,68.0,158.0,600.0,0.0,-90.0,26.0,600.0,536.0
2026-02-26 07:00:00+00:00,224.0,178.0,115.0,103.0,600.0,0.0,12.0,-46.0,600.0,566.0
2026-02-26 08:00:00+00:00,207.0,174.0,80.0,92.0,600.0,0.0,-12.0,-33.0,600.0,555.0
2026-02-26 09:00:00+00:00,207.0,142.0,131.0,101.0,600.0,0.0,30.0,-65.0,600.0,565.0
2026-02-26 10:00:00+00:00,253.0,182.0,113.0,82.0,600.0,0.0,31.0,-71.0,600.0,560.0
2026-02-26 11:00:00+00:00,239.0,182.0,109.0,160.0,600.0,0.0,-51.0,-57.0,600.0,492.0
2026-02-26 12:00:00+00:00,237.0,183.0,105.0,157.0,600.0,0.0,-52.0,-54.0,600.0,494.0
2026-02-26 13:00:00+00:00,276.0,184.0,92.0,125.0,600.0,0.0,-33.0,-92.0,600.0,475.0
2026-02-26 14:00:00+00:00,225.0,162.0,172.0,128.0,600.0,0.0,44.0,-63.0,600.0,581.0
2026-02-26 15:00:00+00:00,224.0,244.0,58.0,150.0,432.0,0.0,-92.0,20.0,432.0,360.0
2026-02-26 16:00:00+00:00,47.0,252.0,179.0,119.0,187.0,213.0,60.0,205.0,-26.0,239.0
2026-02-26 17:00:00+00:00,65.0,213.0,179.0,128.0,184.0,216.0,51.0,148.0,-32.0,167.0
2026-02-26 18:00:00+00:00,163.0,223.0,179.0,202.0,355.0,206.0,-23.0,60.0,149.0,186.0
2026-02-26 19:00:00+00:00,231.0,248.0,50.0,134.0,409.0,110.0,-84.0,17.0,299.0,232.0
2026-02-26 20:00:00+00:00,298.0,198.0,46.0,124.0,524.0,88.0,-78.0,-100.0,436.0,258.0
2026-02-26 21:00:00+00:00,330.0,187.0,45.0,105.0,600.0,0.0,-60.0,-143.0,600.0,397.0
2026-02-26 22:00:00+00:00,275.0,197.0,57.0,145.0,600.0,0.0,-88.0,-78.0,600.0,434.0
2026-02-26 23:00:00+00:00,248.0,108.0,14.0,101.0,580.0,0.0,-87.0,-140.0,580.0,353.0
2026-02-27 00:00:00+00:00,228.0,118.0,32.0,92.0,580.0,0.0,-60.0,-110.0,580.0,410.0
2026-02-27 01:00:00+00:00,242.0,130.0,58.0,92.0,580.0,0.0,-34.0,-112.0,580.0,434.0
2026-02-27 02:00:00+00:00,234.0,130.0,56.0,92.0,580.0,0.0,-36.0,-104.0,580.0,440.0
2026-02-27 03:00:00+00:00,257.0,128.0,55.0,92.0,580.0,0.0,-37.0,-129.0,580.0,414.0
2026-02-27 04:00:00+00:00,257.0,122.0,89.0,94.0,580.0,0.0,-5.0,-135.0,580.0,440.0
2026-02-27 05:00:00+00:00,276.0,149.0,125.0,92.0,565.0,0.0,33.0,-127.0,565.0,471.0
2026-02-27 06:00:00+00:00,20.0,220.0,124.0,32.0,0.0,0.0,92.0,200.0,0.0,292.0
2026-02-27 07:00:00+00:00,21.0,250.0,127.0,32.0,0.0,0.0,95.0,229.0,0.0,324.0
2026-02-27 08:00:00+00:00,21.0,250.0,155.0,32.0,0.0,0.0,123.0,229.0,0.0,352.0
2026-02-27 09:00:00+00:00,95.0,250.0,142.0,32.0,0.0,0.0,110.0,155.0,0.0,265.0
2026-02-27 10:00:00+00:00,90.0,248.0,70.0,33.0,0.0,0.0,37.0,158.0,0.0,195.0
2026-02-27 11:00:00+00:00,24.0,248.0,68.0,34.0,0.0,0.0,34.0,224.0,0.0,258.0
2026-02-27 12:00:00+00:00,24.0,249.0,68.0,34.0,0.0,0.0,34.0,225.0,0.0,259.0
2026-02-27 13:00:00+00:00,19.0,250.0,63.0,33.0,0.0,0.0,30.0,231.0,0.0,261.0
2026-02-27 14:00:00+00:00,20.0,250.0,157.0,33.0,0.0,0.0,124.0,230.0,0.0,354.0
2026-02-27 15:00:00+00:00,20.0,230.0,56.0,32.0,0.0,0.0,24.0,210.0,0.0,234.0
2026-02-27 16:00:00+00:00,40.0,250.0,119.0,107.0,0.0,0.0,12.0,210.0,0.0,222.0
2026-02-27 17:00:00+00:00,26.0,250.0,118.0,107.0,0.0,0.0,11.0,224.0,0.0,235.0
2026-02-27 18:00:00+00:00,28.0,250.0,132.0,107.0,0.0,0.0,25.0,222.0,0.0,247.0
2026-02-27 19:00:00+00:00,26.0,250.0,90.0,107.0,0.0,0.0,-17.0,224.0,0.0,207.0
2026-02-27 20:00:00+00:00,30.0,227.0,78.0,107.0,0.0,0.0,-29.0,197.0,0.0,168.0
2026-02-27 21:00:00+00:00,81.0,227.0,46.0,32.0,0.0,0.0,14.0,146.0,0.0,160.0
2026-02-27 22:00:00+00:00,57.0,227.0,67.0,32.0,0.0,0.0,35.0,170.0,0.0,205.0
2026-02-27 23:00:00+00:00,25.0,179.0,157.0,34.0,0.0,0.0,123.0,154.0,0.0,277.0
2026-02-28 00:00:00+00:00,22.0,232.0,153.0,39.0,0.0,0.0,114.0,210.0,0.0,324.0
2026-02-28 01:00:00+00:00,21.0,246.0,153.0,34.0,0.0,0.0,119.0,225.0,0.0,344.0
2026-02-28 02:00:00+00:00,21.0,218.0,153.0,39.0,0.0,0.0,114.0,197.0,0.0,311.0
2026-02-28 03:00:00+00:00,20.0,218.0,139.0,34.0,0.0,0.0,105.0,198.0,0.0,303.0
2026-02-28 04:00:00+00:00,20.0,215.0,174.0,34.0,0.0,0.0,140.0,195.0,0.0,335.0
2026-02-28 05:00:00+00:00,18.0,268.0,151.0,36.0,0.0,0.0,115.0,250.0,0.0,365.0
2026-02-28 06:00:00+00:00,19.0,212.0,194.0,31.0,0.0,0.0,163.0,193.0,0.0,356.0
2026-02-28 07:00:00+00:00,45.0,244.0,190.0,74.0,0.0,0.0,116.0,199.0,0.0,315.0
2026-02-28 08:00:00+00:00,27.0,268.0,207.0,31.0,0.0,0.0,176.0,241.0,0.0,417.0
2026-02-28 09:00:00+00:00,28.0,259.0,80.0,84.0,0.0,0.0,-4.0,231.0,0.0,227.0
2026-02-28 10:00:00+00:00,51.0,238.0,65.0,108.0,0.0,0.0,-43.0,187.0,0.0,144.0
2026-02-28 11:00:00+00:00,50.0,238.0,65.0,86.0,0.0,0.0,-21.0,188.0,0.0,167.0
2026-02-28 12:00:00+00:00,49.0,239.0,65.0,81.0,0.0,0.0,-16.0,190.0,0.0,174.0
2026-02-28 13:00:00+00:00,23.0,258.0,80.0,54.0,0.0,0.0,26.0,235.0,0.0,261.0
2026-02-28 14:00:00+00:00,19.0,265.0,182.0,34.0,0.0,0.0,148.0,246.0,0.0,394.0
2026-02-28 15:00:00+00:00,66.0,297.0,219.0,113.0,0.0,0.0,106.0,231.0,0.0,337.0
2026-02-28 16:00:00+00:00,20.0,198.0,87.0,236.0,0.0,0.0,-149.0,178.0,0.0,29.0
2026-02-28 17:00:00+00:00,21.0,266.0,66.0,236.0,0.0,0.0,-170.0,245.0,0.0,75.0
2026-02-28 18:00:00+00:00,22.0,268.0,79.0,236.0,0.0,0.0,-157.0,246.0,0.0,89.0
2026-02-28 19:00:00+00:00,25.0,265.0,78.0,133.0,0.0,0.0,-55.0,240.0,0.0,185.0
2026-02-28 20:00:00+00:00,26.0,253.0,60.0,117.0,0.0,0.0,-57.0,227.0,0.0,170.0
2026-02-28 21:00:00+00:00,25.0,256.0,78.0,111.0,0.0,0.0,-33.0,231.0,0.0,198.0
2026-02-28 22:00:00+00:00,41.0,227.0,70.0,31.0,0.0,0.0,39.0,186.0,0.0,225.0
2026-02-28 23:00:00+00:00,25.0,228.0,126.0,22.0,0.0,0.0,104.0,203.0,0.0,307.0
2026-03-01 00:00:00+00:00,25.0,220.0,153.0,37.0,0.0,0.0,116.0,195.0,0.0,311.0
2026-03-01 01:00:00+00:00,23.0,218.0,176.0,37.0,0.0,0.0,139.0,195.0,0.0,334.0
2026-03-01 02:00:00+00:00,22.0,235.0,164.0,37.0,0.0,0.0,127.0,213.0,0.0,340.0
2026-03-01 03:00:00+00:00,21.0,239.0,164.0,37.0,0.0,0.0,127.0,218.0,0.0,345.0
2026-03-01 04:00:00+00:00,18.0,251.0,248.0,60.0,0.0,0.0,188.0,233.0,0.0,421.0
2026-03-01 05:00:00+00:00,18.0,235.0,245.0,60.0,0.0,0.0,185.0,217.0,0.0,402.0
2026-03-01 06:00:00+00:00,22.0,246.0,216.0,85.0,0.0,0.0,131.0,224.0,0.0,355.0
2026-03-01 07:00:00+00:00,21.0,241.0,205.0,99.0,0.0,0.0,106.0,220.0,0.0,326.0
2026-03-01 08:00:00+00:00,96.0,253.0,184.0,118.0,0.0,0.0,66.0,157.0,0.0,223.0
2026-03-01 09:00:00+00:00,77.0,258.0,202.0,108.0,0.0,0.0,94.0,181.0,0.0,275.0
2026-03-01 10:00:00+00:00,33.0,249.0,174.0,114.0,0.0,0.0,60.0,216.0,0.0,276.0
2026-03-01 11:00:00+00:00,32.0,251.0,147.0,112.0,0.0,0.0,35.0,219.0,0.0,254.0
2026-03-01 12:00:00+00:00,26.0,252.0,124.0,109.0,0.0,0.0,15.0,226.0,0.0,241.0
2026-03-01 13:00:00+00:00,29.0,251.0,199.0,107.0,0.0,0.0,92.0,222.0,0.0,314.0
2026-03-01 14:00:00+00:00,32.0,242.0,225.0,111.0,0.0,0.0,114.0,210.0,0.0,324.0
2026-03-01 15:00:00+00:00,20.0,227.0,200.0,136.0,0.0,0.0,64.0,207.0,0.0,271.0
2026-03-01 16:00:00+00:00,36.0,250.0,145.0,112.0,0.0,0.0,33.0,214.0,0.0,247.0
2026-03-01 17:00:00+00:00,22.0,249.0,107.0,111.0,0.0,0.0,-4.0,227.0,0.0,223.0
2026-03-01 18:00:00+00:00,23.0,249.0,107.0,111.0,0.0,0.0,-4.0,226.0,0.0,222.0
